path,change_type,finding_id,requirement_ids,scenario_ids,before_sha256,after_sha256,consumer,test,status
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpClient.java,MODIFY,QA12B-EXS-TCP-002,CPF-FR-004337|CPF-FR-004338|CPF-FR-004340|CPF-FR-004341|CPF-FR-004344|CPF-FR-004347|CPF-FR-004348|CPF-FR-004350|CPF-FR-004351|CPF-FR-004371|CPF-FR-004384|CPF-FR-004386|CPF-FR-004388|CPF-FR-004390|CPF-FR-004391|CPF-FR-004392,CPF-SC-000853|CPF-SC-000854|CPF-SC-000858|CPF-SC-000859|CPF-SC-000860,bc5faea476c337e91c6d14520b4aca555b3be032c52c00b87affc58349513336,9e459977542b120011306e4852001091b3a92e040b5df06029e270f5fc2788e6,CpfTcpClient request/UNKNOWN operations,repository Tests + independent loopback/concurrency/bean wiring Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpProperties.java,MODIFY,QA12B-EXS-TCP-002,CPF-FR-004337|CPF-FR-004338|CPF-FR-004340|CPF-FR-004341|CPF-FR-004344|CPF-FR-004347|CPF-FR-004348|CPF-FR-004350|CPF-FR-004351|CPF-FR-004371|CPF-FR-004384|CPF-FR-004386|CPF-FR-004388|CPF-FR-004390|CPF-FR-004391|CPF-FR-004392,CPF-SC-000853|CPF-SC-000854|CPF-SC-000858|CPF-SC-000859|CPF-SC-000860,cd0811193cb19b7b4240e03fd68df81244625f646db54321556d83fbcce1fb37,6724d5c09203ec6f7b15316d1be26042a3fc670823cd145b292d98f10f544022,CpfTcpClient request/UNKNOWN operations,repository Tests + independent loopback/concurrency/bean wiring Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpAutoConfiguration.java,MODIFY,QA12B-EXS-TCP-002,CPF-FR-004337|CPF-FR-004338|CPF-FR-004340|CPF-FR-004341|CPF-FR-004344|CPF-FR-004347|CPF-FR-004348|CPF-FR-004350|CPF-FR-004351|CPF-FR-004371|CPF-FR-004384|CPF-FR-004386|CPF-FR-004388|CPF-FR-004390|CPF-FR-004391|CPF-FR-004392,CPF-SC-000853|CPF-SC-000854|CPF-SC-000858|CPF-SC-000859|CPF-SC-000860,6e7888f9cbc0326dab2de97c87476dda2742d45522c1c0eaf4d9a760004adfc6,ebdc3773d6f9a390fdafc9a900a0c740358de30913ca0ab92c5d23982a4e783c,CpfTcpClient request/UNKNOWN operations,repository Tests + independent loopback/concurrency/bean wiring Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpUnknownResult.java,MODIFY,QA12B-EXS-TCP-003,CPF-FR-004337|CPF-FR-004338|CPF-FR-004340|CPF-FR-004341|CPF-FR-004344|CPF-FR-004347|CPF-FR-004348|CPF-FR-004350|CPF-FR-004351|CPF-FR-004371|CPF-FR-004384|CPF-FR-004386|CPF-FR-004388|CPF-FR-004390|CPF-FR-004391|CPF-FR-004392,CPF-SC-000853|CPF-SC-000854|CPF-SC-000858|CPF-SC-000859|CPF-SC-000860,34f7616f1938f3457929f1f1a911fb5b5b74faafffba76254e8172c0e0d888a3,1fbde4aa149d87568574216ff0c97cc3a3d36d06967d81ba5633f690dc4aa242,CpfTcpClient request/UNKNOWN operations,repository Tests + independent loopback/concurrency/bean wiring Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/integration/tcp/src/main/java/com/cpf/starter/tcp/CpfTcpUnknownResultStore.java,MODIFY,QA12B-EXS-TCP-003,CPF-FR-004337|CPF-FR-004338|CPF-FR-004340|CPF-FR-004341|CPF-FR-004344|CPF-FR-004347|CPF-FR-004348|CPF-FR-004350|CPF-FR-004351|CPF-FR-004371|CPF-FR-004384|CPF-FR-004386|CPF-FR-004388|CPF-FR-004390|CPF-FR-004391|CPF-FR-004392,CPF-SC-000853|CPF-SC-000854|CPF-SC-000858|CPF-SC-000859|CPF-SC-000860,72781f9ff89344753f066a5026c4a60d61db86262d04c6f9059650cf380ced64,8ca7204b44e0c6d4e8850e6b01ea62432582b269649c4cd64a3ab0ee7815b595,CpfTcpClient request/UNKNOWN operations,repository Tests + independent loopback/concurrency/bean wiring Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/tcp/CpfTcpClientTest.java,ADD,QA12B-EXS-TCP-002,CPF-FR-004337|CPF-FR-004338|CPF-FR-004340|CPF-FR-004341|CPF-FR-004344|CPF-FR-004347|CPF-FR-004348|CPF-FR-004350|CPF-FR-004351|CPF-FR-004371|CPF-FR-004384|CPF-FR-004386|CPF-FR-004388|CPF-FR-004390|CPF-FR-004391|CPF-FR-004392,CPF-SC-000853|CPF-SC-000854|CPF-SC-000858|CPF-SC-000859|CPF-SC-000860,,a2dae4c20429cbff9c8b0d17f60297cfd18b8712f3599982cc9f43a0e74ce0f0,CpfTcpClient request/UNKNOWN operations,repository Tests + independent loopback/concurrency/bean wiring Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/tcp/CpfTcpPropertiesTest.java,ADD,QA12B-EXS-TCP-002,CPF-FR-004337|CPF-FR-004338|CPF-FR-004340|CPF-FR-004341|CPF-FR-004344|CPF-FR-004347|CPF-FR-004348|CPF-FR-004350|CPF-FR-004351|CPF-FR-004371|CPF-FR-004384|CPF-FR-004386|CPF-FR-004388|CPF-FR-004390|CPF-FR-004391|CPF-FR-004392,CPF-SC-000853|CPF-SC-000854|CPF-SC-000858|CPF-SC-000859|CPF-SC-000860,,4bc00c2f358c243b77ea9c7b44b9bfdef2bb5821c710411953eb657388f3c915,CpfTcpClient request/UNKNOWN operations,repository Tests + independent loopback/concurrency/bean wiring Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/integration/tcp/src/test/java/com/cpf/starter/tcp/CpfTcpUnknownResultStoreTest.java,ADD,QA12B-EXS-TCP-003,CPF-FR-004337|CPF-FR-004338|CPF-FR-004340|CPF-FR-004341|CPF-FR-004344|CPF-FR-004347|CPF-FR-004348|CPF-FR-004350|CPF-FR-004351|CPF-FR-004371|CPF-FR-004384|CPF-FR-004386|CPF-FR-004388|CPF-FR-004390|CPF-FR-004391|CPF-FR-004392,CPF-SC-000853|CPF-SC-000854|CPF-SC-000858|CPF-SC-000859|CPF-SC-000860,,16127d0ddd969f6f2055991dfb215c070581ed21434d9174ee280b6cdee47eb1,CpfTcpClient request/UNKNOWN operations,repository Tests + independent loopback/concurrency/bean wiring Harness,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/starter/messaging/reliability/CpfBrokerReliabilityOperations.java,MODIFY,QA12B-EVENT-DLQ-001,CPF-FR-004398|CPF-FR-004399|CPF-FR-004402|CPF-FR-004404|CPF-FR-004405|CPF-FR-004408|CPF-FR-004416|CPF-FR-004426|CPF-FR-004447|CPF-FR-004449|CPF-FR-004452,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,a5adf1bb99061bd789ed45c757224032c1550a370db91d26a76a7477c865cc39,1955ce77a169bf16cc60f2c44e01884d30b0f4eca255b004abfca6a0061d6c29,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/reliability-jdbc/src/main/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepository.java,MODIFY,QA12B-EVENT-DLQ-001,CPF-FR-004398|CPF-FR-004399|CPF-FR-004402|CPF-FR-004404|CPF-FR-004405|CPF-FR-004408|CPF-FR-004416|CPF-FR-004426|CPF-FR-004447|CPF-FR-004449|CPF-FR-004452,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,dadf6aae388775c7f49b0da913ddac84f9e701f60e88c14df5afa4a3c56be9f7,b10dbdafc9ad394da977f5f4b925d3fdd312bfaf3ee6ca95d4a19e0cb2e740d5,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/starter/messaging/reliability/CpfBrokerReliabilityOperationsTest.java,ADD,QA12B-EVENT-DLQ-001,CPF-FR-004398|CPF-FR-004399|CPF-FR-004402|CPF-FR-004404|CPF-FR-004405|CPF-FR-004408|CPF-FR-004416|CPF-FR-004426|CPF-FR-004447|CPF-FR-004449|CPF-FR-004452,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,,f4f8e04804cd1b0fff84376e4fb5a636cc1479b458808b2d615fbb99bd006308,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-starters/messaging/reliability-jdbc/src/test/java/com/cpf/core/common/broker/JdbcCpfBrokerReliabilityRepositoryTest.java,MODIFY,QA12B-EVENT-DLQ-001,CPF-FR-004398|CPF-FR-004399|CPF-FR-004402|CPF-FR-004404|CPF-FR-004405|CPF-FR-004408|CPF-FR-004416|CPF-FR-004426|CPF-FR-004447|CPF-FR-004449|CPF-FR-004452,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,f5bed3abe55470e4ee96eef23579b9a3f5ec624de0e9dab56f407015bb7e5cf5,abb772bbd2a4b4ce2fa0b9bf96a852e5a6c52f7da815e818a15824e4fe5af9b0,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-admin/frontend/openapi/cpf-openapi.json,MODIFY,QA12B-EVENT-DLQ-002,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,72dfbea60e1c528d86b967de3dd675ccd52df3af99fa1ac5750b7f27fa07e0ea,21cbd0f0db26663eff17976b8e6db089d00a1c22b5703b7d7d7efad4684e42ca,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-admin/frontend/src/generated/orval/cpf-api.ts,MODIFY,QA12B-EVENT-DLQ-002,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,0bf166d632cc8475ca0054a6bf3862a5f09ed1c2da4b06437a207d7e422a89d5,ab54d9c35508d48a2e256fba1eff6a33e8c23f93e1d715385b4addc6c3e7236f,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-admin/frontend/src/generated/orval/model/admReliabilityActionRequest.ts,ADD,QA12B-EVENT-DLQ-002,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,,b312d47209aacd20f7cdc80a2b8e8fe327b23c851564566274e91f20458a6f85,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
cpf-admin/frontend/src/generated/orval/model/index.ts,MODIFY,QA12B-EVENT-DLQ-002,CPF-FR-004424|CPF-FR-004439|CPF-FR-004440|CPF-FR-004448|CPF-FR-004453,CPF-SC-000865|CPF-SC-000866|CPF-SC-000867|CPF-SC-000868|CPF-SC-000869|CPF-SC-000870|CPF-SC-000871|CPF-SC-000872|CPF-SC-000873|CPF-SC-000874|CPF-SC-000875|CPF-SC-000876,9345df579393b8c962bf186aea559b24e7602fa47ffd3e81a35dcb4e7b05971b,b12bac60f8eb89cf4dba259671565764fd7ec1b8dafc8bc20f394e16f780877a,ADM Reliability replay and broker JDBC replay worker,before/after Java Harness; contract verifier; TypeScript strict compile,QA_DIRECT_PATCH_CROSS_REVIEW_PENDING
