work_item_id,canonical_requirement_id,assignment_scope,axis,priority,owner,mandatory_results,scenario_classes,applicable_gates,source_consumer_evidence,development_status,verification_status,remaining_gap,cross_session_target,evidence_path,next_action
CPF-WP-GWY-ROUTING-06-GENERATION_COMPATIBILITY,GWY-ROUTING,DEVGPT-6D_ASSIGNED,GENERATION_COMPATIBILITY,P1,cpf-gateway,"Generator/OpenAPI/AsyncAPI/DB metadata/template 등 Canonical 입력과 생성 산출물의 ownership을 확정한다. || remove→regenerate deterministic parity와 user-owned 영역 보존을 검증한다. || API/message/file/DB/config/artifact의 semantic version, compatibility, deprecation, mixed-version와 rollback 영향을 처리한다. || Generated Source만 수동 수정하지 않고 원본 입력·Generator·Golden Sample을 함께 수정한다.",clean regeneration;user region preserve;mixed version;unsupported profile;rollback compatibility,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-05-DB-QUERY;GATE-07-MULTI-INSTANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-gateway/src/main/java/com/cpf/gateway/route/**|cpf-gateway/src/main/java/com/cpf/gateway/runtime/CpfGatewayRouteSynchronizer.java|cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgTargetResolver.java ; External request → CpfScgPrimaryHandler/route runtime → backend → ledger/audit completion,미완료,교차 세션 generator/publication 미검증,Generator/template/lock/BOM/publication compatibility is owned by DEVGPT-6F.,DEVGPT-6F,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,Route to assigned cross-session owner without stopping remaining 6D work
CPF-WP-GWY-TRUST-01-CONTRACT_OWNERSHIP,GWY-TRUST,DEVGPT-6D_ASSIGNED,CONTRACT_OWNERSHIP,P1,cpf-gateway,"Canonical Owner Module·Package·State Owner와 실제 Consumer를 코드 기준으로 확정한다. || Public API·SPI·Internal, 입력·출력·오류·lifecycle·thread-safety·version 계약을 정의한다. || 역방향/순환 의존, Internal 참조, 선택 OSS type 노출, Dual Primary와 owner 없는 공통기능을 제거 또는 이관 대상으로 등록한다. || Local/Remote/Async/Batch 등 적용 topology에서 계약 동등성과 trust boundary를 정의한다.",contract compatibility;unsupported capability;invalid configuration;internal access negative fixture,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-09-SECURITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java|cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java|cpf-core/src/main/java/com/cpf/core/api/gateway/** ; External request → CpfScgPrimaryHandler/route runtime → backend → ledger/audit completion,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-GWY-TRUST-02-IMPLEMENTATION_CONSUMER,GWY-TRUST,DEVGPT-6D_ASSIGNED,IMPLEMENTATION_CONSUMER,P1,cpf-gateway,"Interface/DTO/Marker가 아닌 안전한 기본 구현·Provider·AutoConfiguration·상태 저장을 제공한다. || Bean/Route/SQL/API/Frontend/Script를 실제 Product Consumer 호출 경로에 연결한다. || 설정 safe default, validation, capability detection, lifecycle start/stop와 resource cleanup을 구현한다. || Consumer 없는 추상화나 Sample-only 구현이면 완료하지 않고 실제 Consumer 연결 또는 통합/폐기 후보로 처리한다.",normal consumer flow;missing provider;invalid property;startup/shutdown;resource cleanup,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-09-SECURITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java|cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java|cpf-core/src/main/java/com/cpf/core/api/gateway/** ; External request → CpfScgPrimaryHandler/route runtime → backend → ledger/audit completion,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-GWY-TRUST-03-VERIFICATION_EVIDENCE,GWY-TRUST,DEVGPT-6D_ASSIGNED,VERIFICATION_EVIDENCE,P1,cpf-gateway,"연결 CPF-FR Requirement와 CPF-SC Scenario를 논리 원장에서 전수 추출해 이 Work Package에 매핑한다. || 목표 환경을 먼저 실제 실행하고, 불가능할 때 최대 대체검증과 남은 실제 Runtime 차이를 분리한다. || 각 Scenario에 Test Method·Assertion·실제 결과·Evidence를 개별 연결한다. || 명령, 환경/version, 시간, exit code, report/artifact hash, sanitization과 baseline/working-tree 상태를 기록한다.",direct validation;alternative validation;negative fixture;regression;evidence schema failure,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-09-SECURITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java|cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java|cpf-core/src/main/java/com/cpf/core/api/gateway/** ; External request → CpfScgPrimaryHandler/route runtime → backend → ledger/audit completion,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-GWY-TRUST-04-FAILURE_RECOVERY,GWY-TRUST,DEVGPT-6D_ASSIGNED,FAILURE_RECOVERY,P1,cpf-gateway,"정상, invalid, timeout, cancellation, dependency failure, partial failure와 resource exhaustion을 구현한다. || side-effect 전/후, commit/send/ACK/response loss의 UNKNOWN을 구분하고 durable state에 기록한다. || Retry budget, idempotency, lease/fencing, restart/reclaim, reconcile/compensation/manual resolution을 적용한다. || 다중 JVM/process와 process-kill 이후 중복·stale writer·blind retry를 방지한다.",timeout;cancel;dependency outage;partial failure;unknown result;duplicate;process kill;reconcile,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java|cpf-gateway/src/main/java/com/cpf/gateway/control/CpfGatewayControlAuthenticationFilter.java|cpf-core/src/main/java/com/cpf/core/api/gateway/** ; External request → CpfScgPrimaryHandler/route runtime → backend → ledger/audit completion,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-GWY-RESILIENCE-01-CONTRACT_OWNERSHIP,GWY-RESILIENCE,DEVGPT-6D_ASSIGNED,CONTRACT_OWNERSHIP,P1,cpf-gateway,"Canonical Owner Module·Package·State Owner와 실제 Consumer를 코드 기준으로 확정한다. || Public API·SPI·Internal, 입력·출력·오류·lifecycle·thread-safety·version 계약을 정의한다. || 역방향/순환 의존, Internal 참조, 선택 OSS type 노출, Dual Primary와 owner 없는 공통기능을 제거 또는 이관 대상으로 등록한다. || Local/Remote/Async/Batch 등 적용 topology에서 계약 동등성과 trust boundary를 정의한다.",contract compatibility;unsupported capability;invalid configuration;internal access negative fixture,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-gateway/src/main/java/com/cpf/gateway/runtime/**|cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerCompletionFilter.java|cpf-gateway/src/main/java/com/cpf/gateway/ledger/** ; External request → CpfScgPrimaryHandler/route runtime → backend → ledger/audit completion,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-GWY-RESILIENCE-02-IMPLEMENTATION_CONSUMER,GWY-RESILIENCE,DEVGPT-6D_ASSIGNED,IMPLEMENTATION_CONSUMER,P1,cpf-gateway,"Interface/DTO/Marker가 아닌 안전한 기본 구현·Provider·AutoConfiguration·상태 저장을 제공한다. || Bean/Route/SQL/API/Frontend/Script를 실제 Product Consumer 호출 경로에 연결한다. || 설정 safe default, validation, capability detection, lifecycle start/stop와 resource cleanup을 구현한다. || Consumer 없는 추상화나 Sample-only 구현이면 완료하지 않고 실제 Consumer 연결 또는 통합/폐기 후보로 처리한다.",normal consumer flow;missing provider;invalid property;startup/shutdown;resource cleanup,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-gateway/src/main/java/com/cpf/gateway/runtime/**|cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerCompletionFilter.java|cpf-gateway/src/main/java/com/cpf/gateway/ledger/** ; External request → CpfScgPrimaryHandler/route runtime → backend → ledger/audit completion,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-GWY-RESILIENCE-03-VERIFICATION_EVIDENCE,GWY-RESILIENCE,DEVGPT-6D_ASSIGNED,VERIFICATION_EVIDENCE,P1,cpf-gateway,"연결 CPF-FR Requirement와 CPF-SC Scenario를 논리 원장에서 전수 추출해 이 Work Package에 매핑한다. || 목표 환경을 먼저 실제 실행하고, 불가능할 때 최대 대체검증과 남은 실제 Runtime 차이를 분리한다. || 각 Scenario에 Test Method·Assertion·실제 결과·Evidence를 개별 연결한다. || 명령, 환경/version, 시간, exit code, report/artifact hash, sanitization과 baseline/working-tree 상태를 기록한다.",direct validation;alternative validation;negative fixture;regression;evidence schema failure,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-gateway/src/main/java/com/cpf/gateway/runtime/**|cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerCompletionFilter.java|cpf-gateway/src/main/java/com/cpf/gateway/ledger/** ; External request → CpfScgPrimaryHandler/route runtime → backend → ledger/audit completion,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-GWY-RESILIENCE-04-FAILURE_RECOVERY,GWY-RESILIENCE,DEVGPT-6D_ASSIGNED,FAILURE_RECOVERY,P1,cpf-gateway,"정상, invalid, timeout, cancellation, dependency failure, partial failure와 resource exhaustion을 구현한다. || side-effect 전/후, commit/send/ACK/response loss의 UNKNOWN을 구분하고 durable state에 기록한다. || Retry budget, idempotency, lease/fencing, restart/reclaim, reconcile/compensation/manual resolution을 적용한다. || 다중 JVM/process와 process-kill 이후 중복·stale writer·blind retry를 방지한다.",timeout;cancel;dependency outage;partial failure;unknown result;duplicate;process kill;reconcile,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-gateway/src/main/java/com/cpf/gateway/runtime/**|cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfGatewayLedgerCompletionFilter.java|cpf-gateway/src/main/java/com/cpf/gateway/ledger/** ; External request → CpfScgPrimaryHandler/route runtime → backend → ledger/audit completion,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-API-LIMIT-01-CONTRACT_OWNERSHIP,API-LIMIT,DEVGPT-6D_ASSIGNED,CONTRACT_OWNERSHIP,P1,cpf-gateway + cpf-core contract,"Canonical Owner Module·Package·State Owner와 실제 Consumer를 코드 기준으로 확정한다. || Public API·SPI·Internal, 입력·출력·오류·lifecycle·thread-safety·version 계약을 정의한다. || 역방향/순환 의존, Internal 참조, 선택 OSS type 노출, Dual Primary와 owner 없는 공통기능을 제거 또는 이관 대상으로 등록한다. || Local/Remote/Async/Batch 등 적용 topology에서 계약 동등성과 trust boundary를 정의한다.",contract compatibility;unsupported capability;invalid configuration;internal access negative fixture,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayRateLimit*.java|cpf-gateway/src/main/java/com/cpf/gateway/runtime/*RateLimit*.java|cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java ; CpfScgPrimaryHandler → CpfGatewayRateLimitPort → atomic counter provider → 429/Retry-After or route continuation,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-API-LIMIT-02-IMPLEMENTATION_CONSUMER,API-LIMIT,DEVGPT-6D_ASSIGNED,IMPLEMENTATION_CONSUMER,P1,cpf-gateway + cpf-core contract,"Interface/DTO/Marker가 아닌 안전한 기본 구현·Provider·AutoConfiguration·상태 저장을 제공한다. || Bean/Route/SQL/API/Frontend/Script를 실제 Product Consumer 호출 경로에 연결한다. || 설정 safe default, validation, capability detection, lifecycle start/stop와 resource cleanup을 구현한다. || Consumer 없는 추상화나 Sample-only 구현이면 완료하지 않고 실제 Consumer 연결 또는 통합/폐기 후보로 처리한다.",normal consumer flow;missing provider;invalid property;startup/shutdown;resource cleanup,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayRateLimit*.java|cpf-gateway/src/main/java/com/cpf/gateway/runtime/*RateLimit*.java|cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java ; CpfScgPrimaryHandler → CpfGatewayRateLimitPort → atomic counter provider → 429/Retry-After or route continuation,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-API-LIMIT-03-VERIFICATION_EVIDENCE,API-LIMIT,DEVGPT-6D_ASSIGNED,VERIFICATION_EVIDENCE,P1,cpf-gateway + cpf-core contract,"연결 CPF-FR Requirement와 CPF-SC Scenario를 논리 원장에서 전수 추출해 이 Work Package에 매핑한다. || 목표 환경을 먼저 실제 실행하고, 불가능할 때 최대 대체검증과 남은 실제 Runtime 차이를 분리한다. || 각 Scenario에 Test Method·Assertion·실제 결과·Evidence를 개별 연결한다. || 명령, 환경/version, 시간, exit code, report/artifact hash, sanitization과 baseline/working-tree 상태를 기록한다.",direct validation;alternative validation;negative fixture;regression;evidence schema failure,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayRateLimit*.java|cpf-gateway/src/main/java/com/cpf/gateway/runtime/*RateLimit*.java|cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java ; CpfScgPrimaryHandler → CpfGatewayRateLimitPort → atomic counter provider → 429/Retry-After or route continuation,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-API-LIMIT-04-FAILURE_RECOVERY,API-LIMIT,DEVGPT-6D_ASSIGNED,FAILURE_RECOVERY,P1,cpf-gateway + cpf-core contract,"정상, invalid, timeout, cancellation, dependency failure, partial failure와 resource exhaustion을 구현한다. || side-effect 전/후, commit/send/ACK/response loss의 UNKNOWN을 구분하고 durable state에 기록한다. || Retry budget, idempotency, lease/fencing, restart/reclaim, reconcile/compensation/manual resolution을 적용한다. || 다중 JVM/process와 process-kill 이후 중복·stale writer·blind retry를 방지한다.",timeout;cancel;dependency outage;partial failure;unknown result;duplicate;process kill;reconcile,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-03-HTTP-API;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-core/src/main/java/com/cpf/core/api/gateway/CpfGatewayRateLimit*.java|cpf-gateway/src/main/java/com/cpf/gateway/runtime/*RateLimit*.java|cpf-gateway/src/main/java/com/cpf/gateway/scg/CpfScgPrimaryHandler.java ; CpfScgPrimaryHandler → CpfGatewayRateLimitPort → atomic counter provider → 429/Retry-After or route continuation,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-EXS-INST-01-CONTRACT_OWNERSHIP,EXS-INST,DEVGPT-6D_ASSIGNED,CONTRACT_OWNERSHIP,P2,generated domain / customer adapter,"Canonical Owner Module·Package·State Owner와 실제 Consumer를 코드 기준으로 확정한다. || Public API·SPI·Internal, 입력·출력·오류·lifecycle·thread-safety·version 계약을 정의한다. || 역방향/순환 의존, Internal 참조, 선택 OSS type 노출, Dual Primary와 owner 없는 공통기능을 제거 또는 이관 대상으로 등록한다. || Local/Remote/Async/Batch 등 적용 topology에서 계약 동등성과 trust boundary를 정의한다.",contract compatibility;unsupported capability;invalid configuration;internal access negative fixture,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-reference/src/main/java/com/cpf/reference/external/**|cpf-starters/integration/** ; Reference/business caller → provider-neutral integration contract → protocol starter → recovery/evidence path,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-EXS-INST-02-IMPLEMENTATION_CONSUMER,EXS-INST,DEVGPT-6D_ASSIGNED,IMPLEMENTATION_CONSUMER,P2,generated domain / customer adapter,"Interface/DTO/Marker가 아닌 안전한 기본 구현·Provider·AutoConfiguration·상태 저장을 제공한다. || Bean/Route/SQL/API/Frontend/Script를 실제 Product Consumer 호출 경로에 연결한다. || 설정 safe default, validation, capability detection, lifecycle start/stop와 resource cleanup을 구현한다. || Consumer 없는 추상화나 Sample-only 구현이면 완료하지 않고 실제 Consumer 연결 또는 통합/폐기 후보로 처리한다.",normal consumer flow;missing provider;invalid property;startup/shutdown;resource cleanup,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-reference/src/main/java/com/cpf/reference/external/**|cpf-starters/integration/** ; Reference/business caller → provider-neutral integration contract → protocol starter → recovery/evidence path,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-EXS-INST-03-VERIFICATION_EVIDENCE,EXS-INST,DEVGPT-6D_ASSIGNED,VERIFICATION_EVIDENCE,P2,generated domain / customer adapter,"연결 CPF-FR Requirement와 CPF-SC Scenario를 논리 원장에서 전수 추출해 이 Work Package에 매핑한다. || 목표 환경을 먼저 실제 실행하고, 불가능할 때 최대 대체검증과 남은 실제 Runtime 차이를 분리한다. || 각 Scenario에 Test Method·Assertion·실제 결과·Evidence를 개별 연결한다. || 명령, 환경/version, 시간, exit code, report/artifact hash, sanitization과 baseline/working-tree 상태를 기록한다.",direct validation;alternative validation;negative fixture;regression;evidence schema failure,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-reference/src/main/java/com/cpf/reference/external/**|cpf-starters/integration/** ; Reference/business caller → provider-neutral integration contract → protocol starter → recovery/evidence path,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-EXS-INST-04-FAILURE_RECOVERY,EXS-INST,DEVGPT-6D_ASSIGNED,FAILURE_RECOVERY,P2,generated domain / customer adapter,"정상, invalid, timeout, cancellation, dependency failure, partial failure와 resource exhaustion을 구현한다. || side-effect 전/후, commit/send/ACK/response loss의 UNKNOWN을 구분하고 durable state에 기록한다. || Retry budget, idempotency, lease/fencing, restart/reclaim, reconcile/compensation/manual resolution을 적용한다. || 다중 JVM/process와 process-kill 이후 중복·stale writer·blind retry를 방지한다.",timeout;cancel;dependency outage;partial failure;unknown result;duplicate;process kill;reconcile,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-reference/src/main/java/com/cpf/reference/external/**|cpf-starters/integration/** ; Reference/business caller → provider-neutral integration contract → protocol starter → recovery/evidence path,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
CPF-WP-EXS-INST-05-GENERATION_COMPATIBILITY,EXS-INST,DEVGPT-6D_ASSIGNED,GENERATION_COMPATIBILITY,P2,generated domain / customer adapter,"Generator/OpenAPI/AsyncAPI/DB metadata/template 등 Canonical 입력과 생성 산출물의 ownership을 확정한다. || remove→regenerate deterministic parity와 user-owned 영역 보존을 검증한다. || API/message/file/DB/config/artifact의 semantic version, compatibility, deprecation, mixed-version와 rollback 영향을 처리한다. || Generated Source만 수동 수정하지 않고 원본 입력·Generator·Golden Sample을 함께 수정한다.",clean regeneration;user region preserve;mixed version;unsupported profile;rollback compatibility,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,cpf-reference/src/main/java/com/cpf/reference/external/**|cpf-starters/integration/** ; Reference/business caller → provider-neutral integration contract → protocol starter → recovery/evidence path,미완료,교차 세션 generator/publication 미검증,Generator/template/lock/BOM/publication compatibility is owned by DEVGPT-6F.,DEVGPT-6F,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,Route to assigned cross-session owner without stopping remaining 6D work
CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP,EXS-REST,DEVGPT-6D_ASSIGNED,CONTRACT_OWNERSHIP,P2,generated domain / customer adapter,"Canonical Owner Module·Package·State Owner와 실제 Consumer를 코드 기준으로 확정한다. || Public API·SPI·Internal, 입력·출력·오류·lifecycle·thread-safety·version 계약을 정의한다. || 역방향/순환 의존, Internal 참조, 선택 OSS type 노출, Dual Primary와 owner 없는 공통기능을 제거 또는 이관 대상으로 등록한다. || Local/Remote/Async/Batch 등 적용 topology에서 계약 동등성과 trust boundary를 정의한다.",contract compatibility;unsupported capability;invalid configuration;internal access negative fixture,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-15-GENERATOR;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,cpf-starters/integration/http-client/src/main/java/**|cpf-reference/src/main/java/com/cpf/reference/external/** ; Business/reference caller → CpfTypedHttpClient → endpoint policy → bounded HTTP exchange,완료,대체검증 또는 정적 검증 완료; Java25/정식 Runtime 재확인,Java25 Gradle 9.1/full provider runtime remains an external environment difference.,,cpf-docs/evidence/development/DEVGPT-6D_09dd686/TEST_AND_EVIDENCE.md,"Codex independent review, then QA latest-master revalidation"
