scope_type,exact_id,owner,source_file,ledger_part,status
WORK_ITEM,CPF-WP-EXS-INST-05-GENERATION_COMPATIBILITY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-REST-01-CONTRACT_OWNERSHIP,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-REST-02-IMPLEMENTATION_CONSUMER,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-REST-03-VERIFICATION_EVIDENCE,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-REST-04-FAILURE_RECOVERY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-REST-05-OPERATIONS_SECURITY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-REST-06-DATA_MIGRATION,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FIXED-01-CONTRACT_OWNERSHIP,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FIXED-02-IMPLEMENTATION_CONSUMER,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FIXED-03-VERIFICATION_EVIDENCE,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FIXED-04-FAILURE_RECOVERY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FIXED-05-GENERATION_COMPATIBILITY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-SEC-01-CONTRACT_OWNERSHIP,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-SEC-02-IMPLEMENTATION_CONSUMER,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-SEC-03-VERIFICATION_EVIDENCE,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-SEC-04-FAILURE_RECOVERY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-SEC-05-OPERATIONS_SECURITY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FILE-01-CONTRACT_OWNERSHIP,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FILE-02-IMPLEMENTATION_CONSUMER,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FILE-03-VERIFICATION_EVIDENCE,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FILE-04-FAILURE_RECOVERY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-FILE-05-DATA_MIGRATION,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-UNKNOWN-01-CONTRACT_OWNERSHIP,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-UNKNOWN-02-IMPLEMENTATION_CONSUMER,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-UNKNOWN-03-VERIFICATION_EVIDENCE,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-UNKNOWN-04-FAILURE_RECOVERY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-RECON-01-CONTRACT_OWNERSHIP,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-RECON-02-IMPLEMENTATION_CONSUMER,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-RECON-03-VERIFICATION_EVIDENCE,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-RECON-04-FAILURE_RECOVERY,generated domain / customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-TCP-01-CONTRACT_OWNERSHIP,cpf-starter-integration-tcp + generated/customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-TCP-02-IMPLEMENTATION_CONSUMER,cpf-starter-integration-tcp + generated/customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-TCP-03-VERIFICATION_EVIDENCE,cpf-starter-integration-tcp + generated/customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EXS-TCP-04-FAILURE_RECOVERY,cpf-starter-integration-tcp + generated/customer adapter,WORK_ITEM_INDEX.csv → 30_GATEWAY_EXTERNAL_INTEGRATION.md,ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-CORE-01-CONTRACT_OWNERSHIP,cpf-core contract + owning business adapter,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-CORE-02-IMPLEMENTATION_CONSUMER,cpf-core contract + owning business adapter,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-CORE-03-VERIFICATION_EVIDENCE,cpf-core contract + owning business adapter,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-CORE-04-FAILURE_RECOVERY,cpf-core contract + owning business adapter,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-CORE-05-GENERATION_COMPATIBILITY,cpf-core contract + owning business adapter,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-OUTBOX-01-CONTRACT_OWNERSHIP,cpf-core contract + owning business adapter,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-OUTBOX-02-IMPLEMENTATION_CONSUMER,cpf-core contract + owning business adapter,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-OUTBOX-03-VERIFICATION_EVIDENCE,cpf-core contract + owning business adapter,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-OUTBOX-04-FAILURE_RECOVERY,cpf-core contract + owning business adapter,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-BROKER-01-CONTRACT_OWNERSHIP,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-BROKER-02-IMPLEMENTATION_CONSUMER,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-BROKER-03-VERIFICATION_EVIDENCE,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-BROKER-04-FAILURE_RECOVERY,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-BROKER-05-OPERATIONS_SECURITY,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-BROKER-06-DATA_MIGRATION,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-MQ-01-CONTRACT_OWNERSHIP,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-MQ-02-IMPLEMENTATION_CONSUMER,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-MQ-03-VERIFICATION_EVIDENCE,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-MQ-04-FAILURE_RECOVERY,cpf-core contract + Starter Provider owner,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-JMS-01-CONTRACT_OWNERSHIP,cpf-starter-messaging-jms,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-JMS-02-IMPLEMENTATION_CONSUMER,cpf-starter-messaging-jms,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-JMS-03-VERIFICATION_EVIDENCE,cpf-starter-messaging-jms,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-JMS-04-FAILURE_RECOVERY,cpf-starter-messaging-jms,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-IBM-MQ-01-CONTRACT_OWNERSHIP,cpf-starter-messaging-ibm-mq,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-IBM-MQ-02-IMPLEMENTATION_CONSUMER,cpf-starter-messaging-ibm-mq,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-IBM-MQ-03-VERIFICATION_EVIDENCE,cpf-starter-messaging-ibm-mq,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
WORK_ITEM,CPF-WP-EVENT-IBM-MQ-04-FAILURE_RECOVERY,cpf-starter-messaging-ibm-mq,WORK_ITEM_INDEX.csv → 31_EVENT_MESSAGING_SAGA.md,ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DEVGPT-6D_ASSIGNED
