new_id,kind,source_set,area,section,title,requirement_or_setup,validation_or_expected,root_cause_key,dedup_status,merged_into,match_score,dedup_reason,closing_status,closing_evidence
CPF-QA-NQA-REQ-048,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수,BZA Frontend,BZA Frontend,3. CPF 전체 Module Ownership 전수 검수 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|c2f373ba6e,UNIQUE,,0.0714,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-049,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수,SQL·Migration·Rollback·Seed,SQL·Migration·Rollback·Seed,3. CPF 전체 Module Ownership 전수 검수 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|f9e1813ff3,UNIQUE,,0.2500,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-050,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수,Test·Config·Script·Guide·Evidence,Test·Config·Script·Guide·Evidence,3. CPF 전체 Module Ownership 전수 검수 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|295a0bbb5b,UNIQUE,,0.2222,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-051,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준,Requirement Owner,Requirement Owner,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|c8c94f4956,UNIQUE,,0.0800,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-052,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준,Source Owner Module,Source Owner Module,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|5e55723bf3,UNIQUE,,0.0606,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-053,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준,DB Owner,DB Owner,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|f4ef1ced7b,UNIQUE,,0.0645,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-054,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준,Runtime Owner,Runtime Owner,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|e09ffdbefc,UNIQUE,,0.0606,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-055,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준,UI Owner,UI Owner,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|fa717d8b54,UNIQUE,,0.0645,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-056,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준,Public API Owner,Public API Owner,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|ca0f90f457,UNIQUE,,0.0968,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-057,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준,SPI Owner,SPI Owner,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|public-api-spi-internal|c360ba0f07,UNIQUE,,0.0645,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-058,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준,실제 Consumer,실제 Consumer,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|cb7a82c317,UNIQUE,,0.0667,,미검증,latest master exact-SHA execution evidence required
CPF-QA-NQA-REQ-059,REQUIREMENT,NQA20260729,ARC,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준,운영 조회·제어 Owner,운영 조회·제어 Owner,3. CPF 전체 Module Ownership 전수 검수 > 3.1 Ownership 검수 기준 기준을 Source·SQL·API·Frontend·Generator·Test·Guide·Evidence와 실제 Consumer에서 검증한다.,ARC|module-package-ownership|b4a3205018,UNIQUE,,0.1000,,미검증,latest master exact-SHA execution evidence required
