entity_id,req_count,files,main,tests,sql,scripts,required,observed,missing,paths
CPF-WP-DEVEX-QUICK-01-CONTRACT_OWNERSHIP,8,16,0,0,0,14,audit;database;frontend;generator;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/scripts/tests/test_qa39_build_contract_split_bom.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py;cpf-tools/generator/contracts/cpf-starter-catalog.json;cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/generator/contracts/generator-lifecycle-contract.json;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-tools/scripts/verify-cpf-owner-boundaries.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.fixed.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.py
CPF-WP-DEVEX-QUICK-02-IMPLEMENTATION_CONSUMER,5,16,0,0,0,16,audit;database;frontend;generator;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/tests/test_qa39_build_contract_split_bom.py;cpf-tools/scripts/verify-cpf-generator-idempotency-templates.py;cpf-tools/scripts/tests/test_oracle_sqlplus_secret_transport.py;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.fixed.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.py;cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/generator/create-domain.ps1
CPF-WP-DEVEX-QUICK-03-VERIFICATION_EVIDENCE,38,16,0,0,0,14,audit;concurrency;database;frontend;generator;idempotency;masking;openapi;recovery;retry;rollback;security;test;unknown,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/verify-cpf-generator-idempotency-templates.py;cpf-tools/config/cpf-starter-catalog.json;cpf-tools/generator/contracts/cpf-starter-catalog.json;cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/scripts/run-cpf-full-qa-validation.ps1;cpf-tools/scripts/verify-cpf-execution-scope-exhaustive.py;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-starter-catalog-truth.py;cpf-tools/scripts/initialize-cpf-database.ps1;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.fixed.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.py;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py
CPF-WP-DEVEX-QUICK-04-GENERATION_COMPATIBILITY,10,18,0,0,16,1,audit;database;frontend;generator;migration;openapi;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/db/vendor/mariadb/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V87__batch_remote_message_ledger.sql;cpf-tools/db/vendor/oracle/migration/flyway/batDB/V87__batch_remote_message_ledger.sql;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V87__batch_remote_message_ledger.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V88__scheduler_durable_launch_outbox.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V91__bza_bootstrap_claim_recovery.sql;cpf-tools/db/vendor/oracle/migration/flyway/admDB/V86__bff_encrypted_credential_vault.sql;cpf-tools/db/vendor/oracle/migration/flyway/batDB/V88__scheduler_durable_launch_outbox.sql;cpf-tools/db/vendor/oracle/migration/flyway/bzaDB/V91__bza_bootstrap_claim_recovery.sql;cpf-tools/db/vendor/postgresql/migration/flyway/admDB/V86__bff_encrypted_credential_vault.sql;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V88__scheduler_durable_launch_outbox.sql;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-tools/scripts/build-cpf-requirement-development-traceability.py
CPF-WP-DEVEX-CODEGEN-01-CONTRACT_OWNERSHIP,7,16,0,0,0,14,audit;database;frontend;openapi;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/scripts/tests/test_qa39_build_contract_split_bom.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py;cpf-tools/generator/contracts/cpf-starter-catalog.json;cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/generator/contracts/generator-lifecycle-contract.json;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-tools/scripts/verify-cpf-owner-boundaries.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.fixed.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.py
CPF-WP-DEVEX-CODEGEN-02-IMPLEMENTATION_CONSUMER,4,16,0,0,0,16,audit;database;frontend;openapi;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/tests/test_qa39_build_contract_split_bom.py;cpf-tools/scripts/verify-cpf-generator-idempotency-templates.py;cpf-tools/scripts/tests/test_oracle_sqlplus_secret_transport.py;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.fixed.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.py;cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/generator/create-domain.ps1
CPF-WP-DEVEX-CODEGEN-03-VERIFICATION_EVIDENCE,39,16,0,0,0,14,audit;concurrency;database;frontend;generator;masking;migration;openapi;recovery;retry;security;test;unknown,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/config/cpf-starter-catalog.json;cpf-tools/generator/contracts/cpf-starter-catalog.json;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/scripts/run-cpf-full-qa-validation.ps1;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/verify-cpf-starter-catalog-truth.py;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.fixed.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/tests/test_qa39_build_contract_split_bom.py;cpf-tools/scripts/verify-cpf-generator-lifecycle.py
CPF-WP-DEVEX-CODEGEN-04-DATA_MIGRATION,41,20,4,0,1,3,audit;concurrency;database;frontend;generator;idempotency;migration;openapi;recovery;rollback;security;test;unknown,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;rollback;security;test;unknown,,cpf-starters/profiles/minimal-domain/build.gradle;cpf-starters/profiles/secure-api/build.gradle;cpf-starters/profiles/web-api/build.gradle;cpf-starters/messaging/kafka/src/main/java/com/cpf/starter/messaging/kafka/internal/CpfKafkaConsumerControlAdapter.java;cpf-starters/data/cache-caffeine/build.gradle;cpf-starters/data/cache-valkey/build.gradle;cpf-starters/data/persistence-jdbc/build.gradle;cpf-starters/data/persistence-mybatis/build.gradle;cpf-starters/notification/sms-spi/build.gradle;cpf-starters/profiles/batch-service/build.gradle;cpf-starters/profiles/browser-bff/build.gradle;cpf-starters/profiles/event-service/build.gradle;cpf-starters/integration/http-client/src/main/java/com/cpf/starter/integration/http/client/internal/CpfResilientHttpClient.java;cpf-starters/security/session-jdbc/src/main/java/com/cpf/starter/security/CpfServerSessionSecurityAutoConfiguration.java;cpf-starters/integration/tcp/src/main/java/com/cpf/starter/integration/tcp/internal/CpfResilientTcpClient.java;cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/config/cpf-starter-catalog.json;cpf-tools/scripts/verify-cpf-generator-idempotency-templates.py;cpf-tools/db/vendor/oracle/migration/flyway/batDB/V89__batch_execution_idempotency_lifecycle.sql;cpf-tools/scripts/tests/test_publication_starter_closure.py
CPF-WP-DEVEX-CODEGEN-05-GENERATION_COMPATIBILITY,16,16,0,0,6,8,audit;database;frontend;generator;migration;openapi;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-tools/scripts/verify-cpf-openapi-controller-coverage.py;cpf-tools/db/vendor/mariadb/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/source/00_optional_sample_seed.sql;cpf-tools/generator/create-domain.ps1;cpf-tools/generator/verify-domain-lifecycle.ps1;cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/generator/create-domain-repository.ps1;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py
CPF-WP-DEVEX-COMMENT-01-CONTRACT_OWNERSHIP,8,16,0,0,0,14,audit;concurrency;database;frontend;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/scripts/tests/test_qa39_build_contract_split_bom.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py;cpf-tools/generator/contracts/cpf-starter-catalog.json;cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/generator/contracts/generator-lifecycle-contract.json;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-tools/scripts/verify-cpf-owner-boundaries.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.fixed.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.py
CPF-WP-DEVEX-COMMENT-02-IMPLEMENTATION_CONSUMER,5,16,0,0,0,16,audit;concurrency;database;frontend;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/tests/test_qa39_build_contract_split_bom.py;cpf-tools/scripts/verify-cpf-generator-idempotency-templates.py;cpf-tools/scripts/tests/test_oracle_sqlplus_secret_transport.py;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.fixed.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.py;cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/generator/create-domain.ps1
CPF-WP-DEVEX-COMMENT-03-VERIFICATION_EVIDENCE,38,16,0,0,0,14,audit;concurrency;database;frontend;generator;idempotency;masking;openapi;recovery;retry;rollback;security;test;unknown,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/verify-cpf-generator-idempotency-templates.py;cpf-tools/config/cpf-starter-catalog.json;cpf-tools/generator/contracts/cpf-starter-catalog.json;cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/scripts/devgpt-control-v9/build_full_assignment.py;cpf-tools/scripts/run-cpf-full-qa-validation.ps1;cpf-tools/scripts/verify-cpf-execution-scope-exhaustive.py;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-starter-catalog-truth.py;cpf-tools/scripts/initialize-cpf-database.ps1;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.fixed.py;cpf-tools/scripts/build-cpf-full-qa-ledgers.py;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/scripts/verify-cpf-qa34-build-contract.py
CPF-WP-DEVEX-COMMENT-04-GENERATION_COMPATIBILITY,10,18,0,0,16,1,audit;concurrency;database;frontend;generator;migration;openapi;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/db/vendor/mariadb/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V87__batch_remote_message_ledger.sql;cpf-tools/db/vendor/oracle/migration/flyway/batDB/V87__batch_remote_message_ledger.sql;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V87__batch_remote_message_ledger.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V88__scheduler_durable_launch_outbox.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V91__bza_bootstrap_claim_recovery.sql;cpf-tools/db/vendor/oracle/migration/flyway/admDB/V86__bff_encrypted_credential_vault.sql;cpf-tools/db/vendor/oracle/migration/flyway/batDB/V88__scheduler_durable_launch_outbox.sql;cpf-tools/db/vendor/oracle/migration/flyway/bzaDB/V91__bza_bootstrap_claim_recovery.sql;cpf-tools/db/vendor/postgresql/migration/flyway/admDB/V86__bff_encrypted_credential_vault.sql;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V88__scheduler_durable_launch_outbox.sql;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-tools/scripts/build-cpf-requirement-development-traceability.py
CPF-WP-ONBOARD-DOMAIN-01-CONTRACT_OWNERSHIP,169,17,0,0,0,14,audit;database;frontend;generator;masking;migration;recovery;retry;rollback;security;test;unknown,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/generator/verify-domain-lifecycle.ps1;cpf-tools/generator/contracts/generator-lifecycle-contract.json;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-tools/generator/contracts/cpf-starter-catalog.json;cpf-tools/generator/create-domain-jobpack.ps1;cpf-tools/generator/create-domain.ps1;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/scripts/verify-cpf-owner-boundaries.py;cpf-tools/generator/create-domain-repository.ps1;cpf-tools/generator/export-domain-repository.ps1;cpf-tools/generator/upgrade-domain.ps1;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/run-cpf-full-qa-validation.ps1;cpf-tools/scripts/initialize-domain-database.ps1;cpf-tools/scripts/verify-cpf-qa34-build-contract.py;cpf-admin/frontend/src/generated/cpf-api.ts
CPF-WP-ONBOARD-DOMAIN-02-IMPLEMENTATION_CONSUMER,4,16,0,0,0,15,audit;database;frontend;generator;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/generator/create-domain.ps1;cpf-tools/generator/create-domain-jobpack.ps1;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/scripts/verify-cpf-generator-idempotency-templates.py;cpf-tools/generator/create-domain-repository.ps1;cpf-tools/generator/verify-domain-lifecycle.ps1;cpf-tools/scripts/initialize-domain-database.ps1;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/generator/export-domain-repository.ps1;cpf-tools/generator/upgrade-domain.ps1;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/tests/test_oracle_sqlplus_secret_transport.py;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-admin/frontend/src/generated/cpf-api.ts
CPF-WP-ONBOARD-DOMAIN-03-VERIFICATION_EVIDENCE,36,16,0,0,0,13,audit;concurrency;database;frontend;generator;masking;openapi;recovery;retry;rollback;security;test;unknown,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-admin/frontend/src/generated/cpf-api.ts;cpf-tools/config/cpf-starter-catalog.json;cpf-tools/generator/contracts/cpf-starter-catalog.json;cpf-tools/generator/create-domain.ps1;cpf-tools/scripts/build-cpf-requirement-development-traceability.py;cpf-tools/scripts/run-cpf-full-qa-validation.ps1;cpf-tools/generator/verify-domain-lifecycle.ps1;cpf-tools/generator/create-domain-jobpack.ps1;cpf-tools/scripts/verify-cpf-generator-java-template-compile.py;cpf-tools/generator/create-domain-repository.ps1;cpf-tools/generator/upgrade-domain.ps1;cpf-tools/scripts/initialize-domain-database.ps1;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/scripts/verify-cpf-starter-catalog-truth.py;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1
CPF-WP-ONBOARD-DOMAIN-04-DATA_MIGRATION,40,20,0,0,13,7,audit;concurrency;database;frontend;generator;idempotency;migration;recovery;rollback;security;test;unknown,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-tools/db/vendor/oracle/migration/flyway/batDB/V89__batch_execution_idempotency_lifecycle.sql;cpf-tools/db/vendor/mariadb/migration/flyway/V89__batch_execution_idempotency_lifecycle.sql;cpf-tools/db/vendor/postgresql/migration/flyway/batDB/V89__batch_execution_idempotency_lifecycle.sql;cpf-tools/scripts/verify-cpf-generator-upgrade-ownership.py;cpf-tools/db/vendor/oracle/domain-template/migration/V1____DOMAIN___domain.sql.template;cpf-tools/db/vendor/postgresql/domain-template/migration/V1____DOMAIN___domain.sql.template;cpf-tools/generator/verify-domain-lifecycle.ps1;cpf-tools/scripts/initialize-domain-database.ps1;cpf-tools/scripts/verify-cpf-generator-idempotency-templates.py;cpf-tools/db/vendor/mariadb/domain-template/migration/V1____DOMAIN___domain.sql.template;cpf-tools/scripts/invoke-official-db-vendor-sql.ps1;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-tools/db/vendor/mariadb/domain-template/rollback/R1__remove___DOMAIN___domain.sql.template;cpf-tools/db/vendor/mariadb/migration/flyway/V91__bza_bootstrap_claim_recovery.sql;cpf-tools/db/vendor/oracle/domain-template/rollback/R1__remove___DOMAIN___domain.sql.template;cpf-tools/db/vendor/oracle/migration/flyway/bzaDB/V91__bza_bootstrap_claim_recovery.sql;cpf-tools/db/vendor/mariadb/migration/flyway/cpfDB/V97__qa39_resilience_feature_flag.sql;cpf-tools/db/vendor/mariadb/seed/00_product_seed.sql;cpf-tools/scripts/build-cpf-work-package-source-review.py;cpf-tools/db/vendor/mariadb/seed/00_optional_sample_seed.sql
CPF-WP-ONBOARD-DOMAIN-05-GENERATION_COMPATIBILITY,36,16,0,0,6,5,audit;database;frontend;generator;migration;openapi;recovery;rollback;security;test,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-admin/frontend/openapi/cpf-openapi.json;cpf-tools/generator/verify-domain-lifecycle.ps1;cpf-admin/frontend/src/generated/cpf-api.ts;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/verify-cpf-generator-lifecycle.py;cpf-tools/scripts/verify-cpf-publication-starter-closure.py;cpf-tools/scripts/verify-cpf-openapi-controller-coverage.py;cpf-admin/frontend/src/generated/adm-route-operation-contract.ts;cpf-tools/config/cpf-starter-catalog.json;cpf-tools/db/vendor/mariadb/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/source/00_optional_sample_seed.sql;cpf-tools/generator/contracts/cpf-starter-catalog.json
CPF-WP-SAMPLE-ACC-01-REFERENCE_RUNTIME,56,16,3,2,6,1,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,audit;concurrency;database;frontend;generator;idempotency;masking;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-reference/src/main/java/com/cpf/reference/edu/runtime/api/EduCapabilityController.java;cpf-reference/src/main/java/com/cpf/reference/edu/runtime/consumer/EduBusinessConsumerRegistry.java;cpf-reference/src/main/java/com/cpf/reference/edu/runtime/application/EduExecutionService.java;cpf-reference/src/test/java/com/cpf/reference/edu/runtime/EduManual135SelfTestMain.java;cpf-member/build.gradle;cpf-reference/src/test/java/com/cpf/reference/edu/runtime/EduFullReferenceTestRegistry.java;cpf-reference/build.gradle;cpf-admin/frontend/openapi/cpf-openapi.json;cpf-tools/config/cpf-starter-catalog.json;cpf-tools/db/vendor/oracle/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/source/00_optional_sample_seed.sql;cpf-tools/scripts/verify-cpf-reference-edu-runtime.py;cpf-tools/db/vendor/mariadb/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/source/00_optional_sample_seed.sql
CPF-WP-SAMPLE-ACC-02-FAILURE_PARITY,3,16,3,2,6,2,audit;database;frontend;recovery;retry;security;test;unknown,audit;concurrency;database;frontend;generator;idempotency;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-reference/src/main/java/com/cpf/reference/edu/runtime/api/EduCapabilityController.java;cpf-reference/src/test/java/com/cpf/reference/edu/runtime/EduManual135SelfTestMain.java;cpf-reference/src/main/java/com/cpf/reference/edu/runtime/application/EduExecutionService.java;cpf-reference/src/main/java/com/cpf/reference/edu/runtime/consumer/EduBusinessConsumerRegistry.java;cpf-reference/src/test/java/com/cpf/reference/edu/runtime/EduFullReferenceTestRegistry.java;cpf-member/build.gradle;cpf-reference/build.gradle;cpf-tools/db/vendor/oracle/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/source/00_optional_sample_seed.sql;cpf-tools/scripts/verify-cpf-reference-edu-runtime.py;cpf-tools/db/vendor/mariadb/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/source/00_optional_sample_seed.sql;cpf-tools/scripts/tests/test_verify_cpf_reference_edu_runtime.py;cpf-admin/frontend/openapi/cpf-openapi.json
CPF-WP-SAMPLE-ACC-03-REGENERATION_EVIDENCE,2,16,3,2,6,3,audit;database;frontend;generator;recovery;security;test,audit;concurrency;database;frontend;generator;idempotency;migration;openapi;recovery;retry;rollback;security;test;unknown,,cpf-reference/src/main/java/com/cpf/reference/edu/runtime/api/EduCapabilityController.java;cpf-reference/src/test/java/com/cpf/reference/edu/runtime/EduManual135SelfTestMain.java;cpf-reference/src/main/java/com/cpf/reference/edu/runtime/application/EduExecutionService.java;cpf-reference/src/main/java/com/cpf/reference/edu/runtime/consumer/EduBusinessConsumerRegistry.java;cpf-reference/src/test/java/com/cpf/reference/edu/runtime/EduFullReferenceTestRegistry.java;cpf-member/build.gradle;cpf-reference/build.gradle;cpf-tools/db/vendor/oracle/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/oracle/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/postgresql/source/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/seed/00_optional_sample_seed.sql;cpf-tools/db/vendor/mariadb/source/00_optional_sample_seed.sql;cpf-tools/scripts/verify-cpf-reference-edu-runtime.py;cpf-tools/scripts/tests/test_publication_starter_closure.py;cpf-tools/scripts/tests/test_verify_cpf_reference_edu_runtime.py
