path,size,sha256,basis_sha,purpose
cpf-docs/work/v9i/qa/final-a/SOURCE_DEEP_AUDIT.csv,7006,d9f6d236fae2799faef50fd1f09bb3557fe5d76953aa2ab242a813d8115f0733,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/SPECIAL_1000_REVIEW.csv,627370,01c4b1b15cc54db16d72ad1812006c342306c4b31b0941c8ab6e9609ff90f536,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/TRANSACTION_LOGGING_AUDIT.csv,2357,bf80cb491ebe1332f901fa27da653c8870f7ae16f8b16de39e0e970904be04d4,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/batch-fake-pass.exit,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/batch-fake-pass.log,379,019816daa06e61f57d8cae2b6c5fa8ddb542d799155d98062c3f487dc58b61dd,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/broker-fake-pass.exit,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/broker-fake-pass.log,415,4286e22981a7a79853b7d804721b5b70bceab165927452f971796a5536c10385,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/dr-fake-pass.exit,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/dr-fake-pass.json,667,00d26b526ec733a6082a4df0692781ae29fd69b26603770ef8a0f072b201c99a,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/dr-fake-pass.log,93,ed711021976488b72006fb0b8d9f554dd0cd56aaf85712fdb5ec0f2a5ed22ee6,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/observability-fake-pass.exit,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/observability-fake-pass.json,1846,60f74b67b5cc9436d8d726937ef2ddf7a21f43ad3ceae18b7de2397aa900ee57,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/observability-fake-pass.log,106,6afabc553ec0081aa781b32c7bdaa1c8780c9777ab68355a9d74329c431b153b,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/qa_fake_server.py,7960,449dc0c64c241fcc17913627a19a64092127b4dd160777eca399df1a93de1da2,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/resource-fake-pass.exit,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/resource-fake-pass.json,1431,9d1aa4507c18e14bf22fd3329de2bfe48fbf04e4a8726d800dca3e50cd93fdb0,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/resource-fake-pass.log,1083,4ad792ef9f80bca6b929b0e03028193fb940fa398a2af4e7f1f8ea7c5b01da72,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/security-fake-pass.exit,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/security-fake-pass.json,4667,31077d4e4798f90a71eea0d38b53877f1cdd267ae509db517fb78960436835a4,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/security-fake-pass.log,58,31947b198afaa6beb7f4f8a6c59f577fd7fa3346709784c332f49d8433f7ea7c,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-a/evidence/false-green/security_fake_semantic_corpus.json,5805,fc9037e02f9508551cfe7275063a0a9b7479c9115bb74c38919fc280a69c8300,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/ADDITIONAL_DEVELOPMENT_REQUIRED.md,13414,a3d07aa998c92c32ee0d7c43f2bb049095fda3b53f53415bacbe339613eaccaf,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/ADM_FULL_AUDIT.csv,14740,284da7b5def608dc5ea47cbdd5d440a5d26e62a70c25fdb23becfe10fa98989b,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/APPROVAL_RECOVERY_AUDIT.csv,844,7a9e6a0291416c4bf24249d5c527e95eedf7ddea7cbb3141d11cced03448ed92,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/ARCHITECTURE_DECISION_REQUIRED.md,1216,87f82f07cc775134526f113c795ae358e15c3ed4a8b1b58bd7eab483de28bb58,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/BZA_FULL_AUDIT.csv,6106,a6182086b80ad42e52c4d17e9f5ab1e1a1106887a0d5776aadec7242a5f97415,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/CANONICAL_169_AUDIT.csv,33991,55b74d16ed421bdf064daa4f5134dd826600093e4e03333e78211d0938419498,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/CENTRAL_31_AUDIT.csv,8306,4fa10f44d252845de5846b14446294a36ea184b550b899b5cd4437742c98d373,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/CONSUMER_CALL_PATH_MATRIX.csv,1501,13ccb593448330ec607c490781712cae3020191b6f07894e1c6be436048a807a,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/DB3_AUDIT.csv,1072,1a2c20480947cff1cb991c93145764f7a2eb62057c7eeb70fe32318356623ee3,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/DISAGREEMENTS.md,1235,96f27bd4c619329ed558c1eccd20a04d1eeb30cddac66049a1492a6f2c5719b2,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/EDU_135_AUDIT.csv,48834,ff8efd629c1685a0fc53f776c96ddd959f6b8174576f6980027547dafb0d964f,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/EVIDENCE_PROVENANCE.csv,1845,df77da51d0bfe5bd284d4482eb3fb724f1df56f39d52a113ff1e86d4896c6236,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/FALSE_GREEN_MUTATION_AUDIT.csv,1083,fe16430bc5bfc2e2151f9ffd0714772a3d841a3c14c7b95e17d55ef29236a07f,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/FILELOG_RECOVERY_AUDIT.csv,728,8526677b6e19f07eff2b7972b22009ad2c1fe59d15731be11ed24e86296d4dc3,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/FINDINGS.csv,14001,e1f4aead3af4542f5042b9d05638d0d13712a923b484824b57a87692cb7c842f,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/NEW_FINDINGS.csv,12308,9a85a16b7252c98e35f08e60ed8fb51f97171868c41a4164c8e61dfcdd9dab07,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/OPENAPI_FRONTEND_AUDIT.csv,740,261a4f9e14e5e321e042e80910570243ab9a53ccf89d6059b8330bbd80f9c912,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/OPEN_ISSUES.md,920,deed4e2bcbf78903b9bfa46556e2d131a6903784ee64f406136be7cf54a5eb7a,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/PACKAGE_MANIFEST.json,6327,6c59091054e2dd54c016ba8c72494bdf0cae796e9e03d4fea44a3628450b6fac,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/PREVIOUS_56_AUDIT.csv,11138,293e4332129434bc03107a91a575392128272becf0011f520c4064a48aae4b32,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/QA_FINAL_RESULT.md,4977,b4716e8e0df65f195a832449e8265ff55681935021455d322dca6d22f873047b,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/QA_TO_CENTRAL_HANDOFF.md,1823,245b56a9dbcb64f9246aa43a77ae34b39dd15dd9c57405dbfad5f519fe75f06a,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/REQUIREMENT_STATUS.csv,747,9e6c7f99abf675fe834fc9bf53e16d3c1bb6e5b04079ae3ee969d08c03e968b7,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/REVIEW_INDEX.md,762,3772a8a2e6de2049f620bbbf355ae56b3c1a02fb18ec22058496fc741a32c763,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/RUNTIME_QUALIFICATION_MATRIX.csv,7983,92a8db2072b2621660e2d9150853d88366cc2a741d2afac0af1f47df5fccf779,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/SECURITY_NEGATIVE_AUDIT.csv,949,afe80c4452e46177ed93b8b13058858c58e05eac08e749622d464468f23f350e,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/SELF_DISCOVERED_5_AUDIT.csv,954,92d4186eb8ae5fd2e59dd5dec197b2daa625ca225790e57c13cdc078e09d67c4,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/SHA256SUMS.txt,2772,989ebb6291ab105428def2baab0c55ec72b7a5983f51de829234ca8799c27014,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/SOURCE_DEEP_AUDIT.csv,4982,dc9d83b4b166b01fea600ef679fc8121f7a3504bcbaaf49451bf99d418681dfa,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/SPECIAL_1000_REVIEW.csv,585190,fe805e630e20ce0c4d76a0684760fa9b599f845bd82b253c9575b55c6b9594c3,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/TEST_AND_EVIDENCE.md,1511,3fe9fa050acc1056b21233783966843105762a5a3284c6a7336ceff438be2ca5,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
cpf-docs/work/v9i/qa/final-b/TRANSACTION_LOGGING_AUDIT.csv,1058,fd3e78932b671df6a5f83b5b80aca7748aa7bf59b44774678dc34852a103da75,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,QA_AB_CURRENTIZATION
