partition_id,logical_order,requirement_id,baseline_sha,assignment_status,review_status,notes
QA-B,9667,CPF-FR-009667,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9668,CPF-FR-009668,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9669,CPF-FR-009669,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9670,CPF-FR-009670,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9671,CPF-FR-009671,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9672,CPF-FR-009672,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9673,CPF-FR-009673,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9674,CPF-FR-009674,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9675,CPF-FR-009675,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9676,CPF-FR-009676,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9677,CPF-FR-009677,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9678,CPF-FR-009678,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9679,CPF-FR-009679,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9680,CPF-FR-009680,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9681,CPF-FR-009681,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9682,CPF-FR-009682,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9683,CPF-FR-009683,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9684,CPF-FR-009684,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9685,CPF-FR-009685,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9686,CPF-FR-009686,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9687,CPF-FR-009687,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9688,CPF-FR-009688,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9689,CPF-FR-009689,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9690,CPF-FR-009690,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9691,CPF-FR-009691,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9692,CPF-FR-009692,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9693,CPF-FR-009693,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9694,CPF-FR-009694,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9695,CPF-FR-009695,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9696,CPF-FR-009696,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9697,CPF-FR-009697,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9698,CPF-FR-009698,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9699,CPF-FR-009699,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9700,CPF-FR-009700,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9701,CPF-FR-009701,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9702,CPF-FR-009702,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9703,CPF-FR-009703,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9704,CPF-FR-009704,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9705,CPF-FR-009705,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9706,CPF-FR-009706,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9707,CPF-FR-009707,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9708,CPF-FR-009708,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9709,CPF-FR-009709,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9710,CPF-FR-009710,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9711,CPF-FR-009711,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9712,CPF-FR-009712,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9713,CPF-FR-009713,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9714,CPF-FR-009714,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9715,CPF-FR-009715,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9716,CPF-FR-009716,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9717,CPF-FR-009717,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9718,CPF-FR-009718,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9719,CPF-FR-009719,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9720,CPF-FR-009720,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9721,CPF-FR-009721,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9722,CPF-FR-009722,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9723,CPF-FR-009723,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9724,CPF-FR-009724,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9725,CPF-FR-009725,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9726,CPF-FR-009726,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9727,CPF-FR-009727,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9728,CPF-FR-009728,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9729,CPF-FR-009729,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9730,CPF-FR-009730,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9731,CPF-FR-009731,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9732,CPF-FR-009732,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9733,CPF-FR-009733,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9734,CPF-FR-009734,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9735,CPF-FR-009735,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9736,CPF-FR-009736,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9737,CPF-FR-009737,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9738,CPF-FR-009738,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9739,CPF-FR-009739,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9740,CPF-FR-009740,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9741,CPF-FR-009741,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9742,CPF-FR-009742,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9743,CPF-FR-009743,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9744,CPF-FR-009744,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9745,CPF-FR-009745,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9746,CPF-FR-009746,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9747,CPF-FR-009747,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9748,CPF-FR-009748,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9749,CPF-FR-009749,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9750,CPF-FR-009750,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9751,CPF-FR-009751,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9752,CPF-FR-009752,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9753,CPF-FR-009753,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9754,CPF-FR-009754,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9755,CPF-FR-009755,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9756,CPF-FR-009756,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9757,CPF-FR-009757,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9758,CPF-FR-009758,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9759,CPF-FR-009759,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9760,CPF-FR-009760,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9761,CPF-FR-009761,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9762,CPF-FR-009762,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9763,CPF-FR-009763,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9764,CPF-FR-009764,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9765,CPF-FR-009765,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9766,CPF-FR-009766,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9767,CPF-FR-009767,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9768,CPF-FR-009768,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9769,CPF-FR-009769,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
QA-B,9770,CPF-FR-009770,ff8c596042583eba665a5475b1c3e43d2ef39ba6,MANAGER_ASSIGNED_PENDING_CANONICAL_LEDGER_VALIDATION,미검수,Actual canonical row and Scenario links must be loaded from complete split master before review.
