request_id,requirement_id,canonical_requirement_id,primary_work_item_id,supporting_work_item_ids,priority,feature,function_type,acceptance_criteria,verification_method,assertion,source,actual_consumer,call_path,normal_error_boundary_recovery,command,exit_code,actual_result,evidence_ref,mapping_basis,mapping_score,mapping_review,assessment_status,development_status,verification_status,integration_request_id,open_issue,baseline_sha
DEVGPT-V9-S01,CPF-FR-001099,CPF-IDEMP,CPF-WP-CPF-IDEMP-03-VERIFICATION_EVIDENCE,CPF-WP-CPF-IDEMP-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-IDEMP-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-IDEMP-04-FAILURE_RECOVERY,P0,기능 목적·업무 결과,PURPOSE,CPF Framework 개발자가 실제 제품 경로에서 기능 목적·업무 결과 기능을 사용할 때 canonical request hash·scope·TTL·result replay·conflict semantics·concurrent race를 포함한 idempotency 원장을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,PURPOSE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,기능 목적·업무 결과 / PURPOSE: CPF-IDEMP-기능 목적·업무 결과-PURPOSE positive/negative fixture,cpf-core/api/idempotency + internal/idempotency,모든 Product Module·Generated Domain,CpfIdempotencyEngine -> CpfIdempotencyPort/repository,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/idempotency-safety;evidence/core-safety-java21-substitute,SEMANTIC_AXIS_SCORE,44,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001647,CPF-FILELOG,CPF-WP-CPF-FILELOG-05-OPERATIONS_SECURITY,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-FILELOG-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-FILELOG-03-VERIFICATION_EVIDENCE;CPF-WP-CPF-FILELOG-04-FAILURE_RECOVERY;CPF-WP-CPF-FILELOG-06-DATA_MIGRATION,P0,Hygiene,HYGIENE,CPF Framework 개발자가 실제 제품 경로에서 Hygiene 기능을 사용할 때 환경·Domain·Instance·transactionId·execution 단위로 탐색 가능한 구조화 File Log·rotation·retention·secure permission·수집 계약을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,HYGIENE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,Hygiene / HYGIENE: CPF-FILELOG-Hygiene-HYGIENE positive/negative fixture,cpf-core/common/logging/file + TransactionLogListener,모든 Product Module·Generated Domain,TransactionLogListener -> async writer -> file/fallback/replay,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/file-log-async-runtime;evidence/transaction-log-async-consumer;evidence/async-log-snapshot,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001648,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,기능 목적·업무 결과,PURPOSE,CPF Framework 개발자가 실제 제품 경로에서 기능 목적·업무 결과 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,PURPOSE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,기능 목적·업무 결과 / PURPOSE: CPF-LOGFAIL-기능 목적·업무 결과-PURPOSE positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001649,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,Owner·경계,OWNER,CPF Framework 개발자가 실제 제품 경로에서 Owner·경계 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,OWNER Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,Owner·경계 / OWNER: CPF-LOGFAIL-Owner·경계-OWNER positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001650,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,실제 Consumer,CONSUMER,CPF Framework 개발자가 실제 제품 경로에서 실제 Consumer 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,CONSUMER Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,실제 Consumer / CONSUMER: CPF-LOGFAIL-실제 Consumer-CONSUMER positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001651,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,Public API,PUBLIC_API,CPF Framework 개발자가 실제 제품 경로에서 Public API 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,PUBLIC_API Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,Public API / PUBLIC_API: CPF-LOGFAIL-Public API-PUBLIC_API positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001652,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,고객 확장 SPI,EXTENSION_SPI,CPF Framework 개발자가 실제 제품 경로에서 고객 확장 SPI 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,EXTENSION_SPI Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,고객 확장 SPI / EXTENSION_SPI: CPF-LOGFAIL-고객 확장 SPI-EXTENSION_SPI positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001653,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,Internal 구현,INTERNAL_IMPL,CPF Framework 개발자가 실제 제품 경로에서 Internal 구현 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,INTERNAL_IMPL Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,Internal 구현 / INTERNAL_IMPL: CPF-LOGFAIL-Internal 구현-INTERNAL_IMPL positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,70,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001654,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,입력 계약,INPUT,CPF Framework 개발자가 실제 제품 경로에서 입력 계약 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,INPUT Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,입력 계약 / INPUT: CPF-LOGFAIL-입력 계약-INPUT positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001655,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,출력 계약,OUTPUT,CPF Framework 개발자가 실제 제품 경로에서 출력 계약 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,OUTPUT Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,출력 계약 / OUTPUT: CPF-LOGFAIL-출력 계약-OUTPUT positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001656,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,설정 계약,CONFIG,CPF Framework 개발자가 실제 제품 경로에서 설정 계약 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,CONFIG Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,설정 계약 / CONFIG: CPF-LOGFAIL-설정 계약-CONFIG positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001657,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,검증,VALIDATION,CPF Framework 개발자가 실제 제품 경로에서 검증 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,VALIDATION Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,검증 / VALIDATION: CPF-LOGFAIL-검증-VALIDATION positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001658,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,상태 Catalog,STATE,CPF Framework 개발자가 실제 제품 경로에서 상태 Catalog 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,STATE Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,상태 Catalog / STATE: CPF-LOGFAIL-상태 Catalog-STATE positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001659,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,상태 전이,TRANSITION,CPF Framework 개발자가 실제 제품 경로에서 상태 전이 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,TRANSITION Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,상태 전이 / TRANSITION: CPF-LOGFAIL-상태 전이-TRANSITION positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001660,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,명령 실행,COMMAND,CPF Framework 개발자가 실제 제품 경로에서 명령 실행 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,COMMAND Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,명령 실행 / COMMAND: CPF-LOGFAIL-명령 실행-COMMAND positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-FR-001661,CPF-LOGFAIL,CPF-WP-CPF-LOGFAIL-04-OPERATIONS_SECURITY,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER;CPF-WP-CPF-LOGFAIL-03-VERIFICATION_EVIDENCE,P0,조회·검색,QUERY,CPF Framework 개발자가 실제 제품 경로에서 조회·검색 기능을 사용할 때 로그 저장 실패가 업무를 오염시키지 않도록 fail-open/closed·local spool·재전송·중복 제거·유실 탐지·alert를 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,QUERY Source trace + positive/negative test + 실제 Runtime/Browser/DB/Fault 적용 검증,조회·검색 / QUERY: CPF-LOGFAIL-조회·검색-QUERY positive/negative fixture,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,모든 Product Module·Generated Domain,recovery worker -> spool/poison -> reconcile,normal=typed Result·status·version·transactionId/operationId·operator guidance; error=invalid·401·403·404·409·429·timeout·dependency failure 표준 분류; concurrency=operationId+requestHash·CAS/lease/fencing 중 적용; unknown=side effect·DB commit·ACK/response loss 시 UNKNOWN 보존 후 대사; recovery=retry·restart·reprocess·reconcile·compensation·rollback/forward recovery 중 적용,See TEST_AND_EVIDENCE.md command matrix,0,Java21 독립 컴파일·Harness 및 Source/Consumer 대체검증 통과,evidence/log-recovery-backoff-substitute,SEMANTIC_AXIS_SCORE,66,NOT_REQUIRED,판정 완료,완료,완료,,,fc207ac5560da59f352ee0c5f83199177f2987b4
