path,change_type,owner,purpose,delete
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/async-log-snapshot/run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/async-log-snapshot/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/result.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/error/CpfValidationException.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/CpfLogPolicyVersionAuditEvent.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/CpfLogPolicyVersionSnapshot.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/LogCaptureMode.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/LogPolicyDecision.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/logging/policy/LogPolicyTargetType.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/api/security/CpfSensitiveData.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/common/logging/audit/CpfFileLogPolicyVersionAuditSink.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/common/logging/audit/CpfFileLogPolicyVersionAuditSinkHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/common/logging/file/CpfFileLogWriter.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/audit-file-sink/src/com/cpf/core/spi/logging/CpfLogPolicyVersionAuditSink.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/com/cpf/bizadmin/auth/permission/BzaPermissionManifest.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/com/cpf/bizadmin/auth/permission/BzaPermissionManifestRuntimeHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/com/fasterxml/jackson/databind/ObjectMapper.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/org/springframework/core/io/ClassPathResource.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/authz-permission-consumer/src/org/springframework/stereotype/Component.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/async_compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/async_compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/async_run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/async_run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/diffs/CpfAsyncLogWriterOperations.diff,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/diffs/CpfAsyncLogWriterOperationsHarness.diff,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/diffs/CpfLockManager.diff,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/diffs/CpfLockManagerDefaultTokenValidationHarness.diff,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/hygiene.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/hygiene.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/lock_compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/lock_compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/lock_run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-direct-owner/lock_run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/checkpoint-secret-scan.json,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/result.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/core-safety-java21-substitute/stubs/com/cpf/core/api/error/CpfValidationException.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/environment/git-clone-attempt.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/environment/origin-master-recheck.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/com/cpf/core/api/logging/CpfAsyncFileLogWriterOperations.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/com/cpf/core/api/logging/policy/LogCaptureMode.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/com/cpf/core/api/logging/policy/LogPolicyDecision.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/com/cpf/core/api/logging/policy/LogPolicyTargetType.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/com/cpf/core/common/logging/TransactionLogRecord.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/com/cpf/core/common/logging/file/CpfAsyncFileLogWriter.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/com/cpf/core/common/logging/file/CpfAsyncFileLogWriterHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/com/cpf/core/common/logging/file/CpfFileLogWriter.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/jakarta/annotation/PreDestroy.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/org/springframework/beans/factory/annotation/Autowired.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/org/springframework/core/env/Environment.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/file-log-async-runtime/src/org/springframework/stereotype/Component.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/idempotency-safety/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/idempotency-safety/main-sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/idempotency-safety/result.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/idempotency-safety/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/idempotency-safety/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/idempotency-safety/test-sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/lock-token-before/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/lock-token-before/result.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/lock-token-before/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/lock-token-default/compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/lock-token-default/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/lock-token-default/run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/lock-token-default/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/log-recovery-backoff-substitute/compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/log-recovery-backoff-substitute/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/log-recovery-backoff-substitute/run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/log-recovery-backoff-substitute/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/log-recovery-backoff-substitute/source-snippet.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/log-recovery-backoff-substitute/sources.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/log-recovery-backoff-substitute/src/com/cpf/core/common/logging/fallback/TransactionLogRecoveryWorker.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/log-recovery-backoff-substitute/src/com/cpf/core/common/logging/fallback/TransactionLogRecoveryWorkerBackoffHarness.java,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/all-existing-java.txt,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/compile.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/compile.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/run.exit-code,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/_session_workspace/S01-20260805/REV-001/sessions/DEVGPT-V9-S01/evidence/resource-server-clock-skew/run.log,ADD,DEVGPT-V9-S01,V9 isolated checkpoint result/evidence/integration request,false
