request_id,work_item_id,canonical_requirement_id,priority,axis,axis_title,owner,dependencies,applicable_gates,assigned_requirement_count,assigned_scenario_count,passed_requirement_count,pending_requirement_count,passed_scenario_count,pending_scenario_count,source,consumer_call_path,evidence_ref,assessment_status,development_status,verification_status,open_issue,baseline_sha
DEVGPT-V9-S01,CPF-WP-CPF-LOCK-04-FAILURE_RECOVERY,CPF-LOCK,P0,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CPF-LOCK-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-07-MULTI-INSTANCE;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,13,13,13,0,13,0,cpf-core/api/locking + internal/locking,CpfLockingExecutionGuard -> CpfLockManager -> CpfLockStore,evidence/lock-token-default;evidence/core-safety-java21-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-RESILIENCE-01-CONTRACT_OWNERSHIP,CPF-RESILIENCE,P0,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core/api/resilience + internal/resilience,CpfResilienceEngine -> policy resolver/store/audit,evidence/core-safety-java21-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-RESILIENCE-02-IMPLEMENTATION_CONSUMER,CPF-RESILIENCE,P0,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-RESILIENCE-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core/api/resilience + internal/resilience,CpfResilienceEngine -> policy resolver/store/audit,evidence/core-safety-java21-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-RESILIENCE-03-VERIFICATION_EVIDENCE,CPF-RESILIENCE,P0,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-RESILIENCE-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-RESILIENCE-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core/api/resilience + internal/resilience,CpfResilienceEngine -> policy resolver/store/audit,evidence/core-safety-java21-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-RESILIENCE-04-FAILURE_RECOVERY,CPF-RESILIENCE,P0,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CPF-RESILIENCE-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core/api/resilience + internal/resilience,CpfResilienceEngine -> policy resolver/store/audit,evidence/core-safety-java21-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-RESILIENCE-05-OPERATIONS_SECURITY,CPF-RESILIENCE,P0,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-RESILIENCE-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-13-PERFORMANCE;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,205,342,190,15,325,17,cpf-core/api/resilience + internal/resilience,CpfResilienceEngine -> policy resolver/store/audit,evidence/core-safety-java21-substitute,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-DEADLINE-01-CONTRACT_OWNERSHIP,CPF-DEADLINE,P0,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,4,4,3,1,3,1,cpf-core/api/resilience/CpfResilienceDeadline,CpfResilienceEngine stage budget -> deadline cap,evidence/core-safety-java21-substitute,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-DEADLINE-02-IMPLEMENTATION_CONSUMER,CPF-DEADLINE,P0,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-DEADLINE-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,0,0,0,0,0,0,cpf-core/api/resilience/CpfResilienceDeadline,CpfResilienceEngine stage budget -> deadline cap,evidence/core-safety-java21-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-DEADLINE-03-VERIFICATION_EVIDENCE,CPF-DEADLINE,P0,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-DEADLINE-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-DEADLINE-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,55,66,42,13,51,15,cpf-core/api/resilience/CpfResilienceDeadline,CpfResilienceEngine stage budget -> deadline cap,evidence/core-safety-java21-substitute,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-DEADLINE-04-FAILURE_RECOVERY,CPF-DEADLINE,P0,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CPF-DEADLINE-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,1,1,1,0,1,0,cpf-core/api/resilience/CpfResilienceDeadline,CpfResilienceEngine stage budget -> deadline cap,evidence/core-safety-java21-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-DEADLINE-05-DATA_MIGRATION,CPF-DEADLINE,P0,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,CPF-WP-CPF-DEADLINE-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-04-EVENT-API;GATE-05-DB-QUERY;GATE-08-UNKNOWN-RECOVERY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE;GATE-21-TIME,1,1,0,1,0,1,cpf-core/api/resilience/CpfResilienceDeadline,CpfResilienceEngine stage budget -> deadline cap,evidence/core-safety-java21-substitute,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,CPF-LOGDB,P1,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/service/common/logging/TransactionLogService,TransactionLogService -> TransactionLogMapper -> DB,evidence/transaction-log-db-safety,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-LOGDB-02-IMPLEMENTATION_CONSUMER,CPF-LOGDB,P1,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/service/common/logging/TransactionLogService,TransactionLogService -> TransactionLogMapper -> DB,evidence/transaction-log-db-safety,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-LOGDB-03-VERIFICATION_EVIDENCE,CPF-LOGDB,P1,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-LOGDB-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/service/common/logging/TransactionLogService,TransactionLogService -> TransactionLogMapper -> DB,evidence/transaction-log-db-safety,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-LOGDB-04-FAILURE_RECOVERY,CPF-LOGDB,P1,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/service/common/logging/TransactionLogService,TransactionLogService -> TransactionLogMapper -> DB,evidence/transaction-log-db-safety,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-LOGDB-05-OPERATIONS_SECURITY,CPF-LOGDB,P1,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-09-SECURITY;GATE-10-CRYPTO-PRIVACY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,61,72,46,15,55,17,cpf-core/service/common/logging/TransactionLogService,TransactionLogService -> TransactionLogMapper -> DB,evidence/transaction-log-db-safety,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-LOGDB-06-DATA_MIGRATION,CPF-LOGDB,P1,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,CPF-WP-CPF-LOGDB-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-10-CRYPTO-PRIVACY;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/service/common/logging/TransactionLogService,TransactionLogService -> TransactionLogMapper -> DB,evidence/transaction-log-db-safety,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,CPF-FILELOG,P1,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging/file + TransactionLogListener,TransactionLogListener -> async writer -> file/fallback/replay,evidence/file-log-async-runtime;evidence/transaction-log-async-consumer;evidence/async-log-snapshot,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-FILELOG-02-IMPLEMENTATION_CONSUMER,CPF-FILELOG,P1,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging/file + TransactionLogListener,TransactionLogListener -> async writer -> file/fallback/replay,evidence/file-log-async-runtime;evidence/transaction-log-async-consumer;evidence/async-log-snapshot,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-FILELOG-03-VERIFICATION_EVIDENCE,CPF-FILELOG,P1,VERIFICATION_EVIDENCE,검증·Evidence·추적성,cpf-core / repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP;CPF-WP-CPF-FILELOG-02-IMPLEMENTATION_CONSUMER,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging/file + TransactionLogListener,TransactionLogListener -> async writer -> file/fallback/replay,evidence/file-log-async-runtime;evidence/transaction-log-async-consumer;evidence/async-log-snapshot,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-FILELOG-04-FAILURE_RECOVERY,CPF-FILELOG,P1,FAILURE_RECOVERY,오류·부분 실패·UNKNOWN·복구,cpf-core / repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-08-UNKNOWN-RECOVERY;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging/file + TransactionLogListener,TransactionLogListener -> async writer -> file/fallback/replay,evidence/file-log-async-runtime;evidence/transaction-log-async-consumer;evidence/async-log-snapshot,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-FILELOG-05-OPERATIONS_SECURITY,CPF-FILELOG,P1,OPERATIONS_SECURITY,보안·승인·감사·운영,cpf-core / repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-11-OPS-AUDIT;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,181,297,166,15,280,17,cpf-core/common/logging/file + TransactionLogListener,TransactionLogListener -> async writer -> file/fallback/replay,evidence/file-log-async-runtime;evidence/transaction-log-async-consumer;evidence/async-log-snapshot,판정 완료,미완료,재확인 필요,원자 ID 중 타 Owner/목표 Runtime Integration 대기,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-FILELOG-06-DATA_MIGRATION,CPF-FILELOG,P1,DATA_MIGRATION,DB·Query·Generator·Vendor Lifecycle,cpf-core / repository architecture,CPF-WP-CPF-FILELOG-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-05-DB-QUERY;GATE-06-STATE-IDEMP;GATE-09-SECURITY;GATE-12-OBSERVABILITY;GATE-16-COMPATIBILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/common/logging/file + TransactionLogListener,TransactionLogListener -> async writer -> file/fallback/replay,evidence/file-log-async-runtime;evidence/transaction-log-async-consumer;evidence/async-log-snapshot,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,CPF-LOGFAIL,P1,CONTRACT_OWNERSHIP,계약·Ownership 확정,cpf-core / repository architecture,,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,recovery worker -> spool/poison -> reconcile,evidence/log-recovery-backoff-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
DEVGPT-V9-S01,CPF-WP-CPF-LOGFAIL-02-IMPLEMENTATION_CONSUMER,CPF-LOGFAIL,P1,IMPLEMENTATION_CONSUMER,기본 구현·실제 Consumer 연결,cpf-core / repository architecture,CPF-WP-CPF-LOGFAIL-01-CONTRACT_OWNERSHIP,GATE-01-OWNERSHIP;GATE-02-CONSUMER;GATE-08-UNKNOWN-RECOVERY;GATE-12-OBSERVABILITY;GATE-18-TEST-EVIDENCE;GATE-20-HYGIENE,0,0,0,0,0,0,cpf-core/api/logging/CpfLogRecoveryOperations + fallback,recovery worker -> spool/poison -> reconcile,evidence/log-recovery-backoff-substitute,판정 완료,완료,완료,,fc207ac5560da59f352ee0c5f83199177f2987b4
