path,operation,owner,file_type,bytes,physical_lines,sha256,review_status,finding,review_basis,required_followup
cpf-docs/work/manifest/CPF_QA38_CHANGE_MANIFEST.csv,ADD_OR_REPLACE,governance/qa38,csv,96135,453,d67577c6922225339cfb8b65c876d0f3fc0f026b43197604fef3a514f7fd0047,재확인 필요,문법/정적 내용 검토 대상이며 최신 exact SHA 통합 실행 또는 정본 추적 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/manifest/CPF_QA38_CLEANUP_ONE_LINE.ps1.txt,ADD_OR_REPLACE,governance/qa38,txt,15909,1,29ec936745d591aa5f3fef34a41751e76d688440e30908ab32c7e5c845581026,재확인 필요,문법/정적 내용 검토 대상이며 최신 exact SHA 통합 실행 또는 정본 추적 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/manifest/CPF_QA38_DELETE_MANIFEST.txt,ADD_OR_REPLACE,governance/qa38,txt,13850,160,35fdee44e0d0583d7adce56b50b986f3319139f7cadd495a9b61fea1470a4fb3,재확인 필요,문법/정적 내용 검토 대상이며 최신 exact SHA 통합 실행 또는 정본 추적 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/manifest/CPF_QA38_DELETE_REVIEW.csv,ADD_OR_REPLACE,governance/qa38,csv,58095,161,9a14df32dec3fef1de2d9a0f44b56ae35ecd0e300c60aa3d2ba67d3d3ccb1dad,재확인 필요,문법/정적 내용 검토 대상이며 최신 exact SHA 통합 실행 또는 정본 추적 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/manifest/CPF_QA38_EMPTY_DIRECTORY_MANIFEST.txt,ADD_OR_REPLACE,governance/qa38,txt,1233,24,db8e7c2a79f0e80cbca837403fa2020f7e7c69482698a305f058c5aa4adb9a1d,재확인 필요,문법/정적 내용 검토 대상이며 최신 exact SHA 통합 실행 또는 정본 추적 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/manifest/CPF_QA38_FILES.sha256,ADD_OR_REPLACE,governance/qa38,sha256,71312,451,11eceaf8db00b3f4856e8cc43e3e8218016a2352881f9a717e15d50c3e21a3fd,재확인 필요,정적 검토 대상,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/manifest/CPF_QA38_PACKAGE_MANIFEST.json,ADD_OR_REPLACE,governance/qa38,json,2196,57,d458aab42fade485efb42b465f9e225afdc50530b73bbf2b91ab74a0b80db3e0,실패,Base/latest/package revision이 최신 Push SHA와 불일치,Local R4 overlay static audit + GitHub exact commit stats,Push 후 exact SHA에서 모든 Gate를 다시 실행해 immutable Evidence를 재발급한다.
cpf-docs/work/manifest/CPF_QA38_PROTECTED_PATHS.txt,ADD_OR_REPLACE,governance/qa38,txt,112,4,a01ddcaca83a1a4247a74effad037fa76172680d85ffffec05afd9771794ae5c,재확인 필요,문법/정적 내용 검토 대상이며 최신 exact SHA 통합 실행 또는 정본 추적 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/review/CPF_QA38_POST_DEVELOPMENT_REVIEW.md,ADD_OR_REPLACE,governance/qa38,md,5030,76,fbea9aa4a5e0b6201ad30aa731bdf3ce148971c02a675588fc804f2a5d1ee1f4,재확인 필요,QA38 이전 Base SHA 또는 완료 판정이 포함될 수 있어 최신 54bcc108 기준 currentization 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/review/CPF_QA38_POST_PACKAGE_REVIEW.md,ADD_OR_REPLACE,governance/qa38,md,847,14,5537a04f8e5e3b4089a3cd9c16f47b84a9fa28044d5c0986132952e5a791b678,재확인 필요,QA38 이전 Base SHA 또는 완료 판정이 포함될 수 있어 최신 54bcc108 기준 currentization 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/review/CPF_QA38_PRE_DEVELOPMENT_REVIEW.md,ADD_OR_REPLACE,governance/qa38,md,2620,48,432bb17c8ac7a2506ec6fa3738c4eb0e4940d4c3d8c8ada3bb6ee0e58c700b02,재확인 필요,QA38 이전 Base SHA 또는 완료 판정이 포함될 수 있어 최신 54bcc108 기준 currentization 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/review/CPF_QA38_STARTER_INDEPENDENT_REVIEW.md,ADD_OR_REPLACE,governance/qa38,md,2157,50,32a30602c41d84f6b997dd9b9317f1ca393c85e758f3a0eddf90037551ff004f,재확인 필요,QA38 이전 Base SHA 또는 완료 판정이 포함될 수 있어 최신 54bcc108 기준 currentization 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/state/CPF_CODEX_CONTINUITY_STATE.md,ADD_OR_REPLACE,governance/qa38,md,456,9,5265d0cd72f283d0d7240b2fc4a0956326a540f9344f350ad697c2e52b4f141d,재확인 필요,QA38 이전 Base SHA 또는 완료 판정이 포함될 수 있어 최신 54bcc108 기준 currentization 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-docs/work/state/CPF_CODEX_DECISION_LOG.md,ADD_OR_REPLACE,governance/qa38,md,981,16,f6338a0d217af2688f55b59733d403e2272c6bcedb0188579d72ab25be139116,재확인 필요,QA38 이전 Base SHA 또는 완료 판정이 포함될 수 있어 최신 54bcc108 기준 currentization 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-gateway/build.gradle,ADD_OR_REPLACE,cpf-gateway,gradle,965,23,3f1d20d6cfae8790a6a5b955744a1357ed959b8c56bd74b658684fbe10d435d9,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,각 Consumer의 실제 Bean/Endpoint/Job/Screen 연결과 boot smoke를 구현한다.
cpf-gateway/src/main/java/com/cpf/core/common/gateway/CpfGatewayRouteProviderAdapter.java,ADD_OR_REPLACE,cpf-gateway,java,2752,44,1160335eb3255813582b01246085b9b697b399910f6e92439a127f0e4d258ebb,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-member/build.gradle,ADD_OR_REPLACE,cpf-member,gradle,7415,192,a25ddefd589a0081461be4717d1918400e26cb6ee74901f17733c947fe0f600b,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,각 Consumer의 실제 Bean/Endpoint/Job/Screen 연결과 boot smoke를 구현한다.
cpf-reference/build.gradle,ADD_OR_REPLACE,cpf-reference,gradle,7285,161,f975f7bebcf1da9e5f0a11ac4a51b6496ee28be460a760f53f954d675bc02f8f,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,각 Consumer의 실제 Bean/Endpoint/Job/Screen 연결과 boot smoke를 구현한다.
cpf-starters/aop-service-access/build.gradle,ADD_OR_REPLACE,aop-service-access,gradle,500,18,491d4690cbac3ea1bb82dca8fb596b7132fed1866177fdd773c27fecf9ae9e75,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/aop-service-access/src/main/java/com/cpf/core/common/aop/ServiceAccessAspect.java,ADD_OR_REPLACE,aop-service-access,java,1734,43,3ddfce14d67d557bf71c40a02b2818c876e80802a8bbe22ed87649b746d59fcf,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/aop-service-access/src/main/java/com/cpf/core/config/CpfAopConfig.java,ADD_OR_REPLACE,aop-service-access,java,295,12,05a4e4ceb5893faf549afdc9310cc70893f569d7769d47da4e2658f446d42883,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/aop-service-access/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,aop-service-access,imports,33,1,35a02303567e75768e4ee4ab51dd034e32ceff7d6fa259db1da57b21f9d6a495,재확인 필요,정적 검토 대상,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/aop-service-access/src/test/java/com/cpf/core/common/aop/CpfAspectPointcutMigrationTest.java,ADD_OR_REPLACE,aop-service-access,java,1560,34,6d8b2c7d98da717a323d70e4a2f6cf8444dcabcad48d779a9424379fde7a44c9,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/attachment/build.gradle,ADD_OR_REPLACE,attachment,gradle,405,16,67c2f90f08151ab15cb6033cd732e556674cb1e9997c2024e85a21539c87c491,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/attachment/src/main/java/com/cpf/core/common/attachment/LocalCpfAttachmentStorageAdapter.java,ADD_OR_REPLACE,attachment,java,7621,12,9ffea7b85e765de32371b701c6d91ca8da4c55ecec9cbb909b0581a609a33b25,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/attachment/src/main/java/com/cpf/core/config/CpfAttachmentAutoConfiguration.java,ADD_OR_REPLACE,attachment,java,2760,49,1ae8152d6c3e42047ecdf1b88af3ff6c1b682d8fb37565d4ca6b8f31099b1585,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/attachment/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,attachment,imports,51,1,22e76f7475e8c821dc7c01fc914637b291114790138958377a918c59a1311bf9,재확인 필요,정적 검토 대상,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/attachment/src/test/java/com/cpf/core/common/attachment/LocalCpfAttachmentStorageAdapterTest.java,ADD_OR_REPLACE,attachment,java,2770,66,898e7207d130efc33929cf0b700b5a1b30e1aaa3dbb68680c56ceb5a17b0f5d9,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/build.gradle,ADD_OR_REPLACE,base,gradle,652,20,a5e32859c64b696278bc3b70956d5a96132fa07591379ad530a92e987e425639,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/main/java/com/cpf/core/common/product/CpfCapabilityRegistry.java,ADD_OR_REPLACE,base,java,1583,37,180da3f31650067943edd9407b963bca7726f6b80c2d2f1410a60c861cdce882,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/main/java/com/cpf/starter/base/CpfBaseAutoConfiguration.java,ADD_OR_REPLACE,base,java,1532,38,1dbe67529d189def5c44d64ab7162c5b5d4066d092734bd2c1e247e875610f18,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/main/java/com/cpf/starter/base/CpfBaseProperties.java,ADD_OR_REPLACE,base,java,1047,22,6d88ac53c15f67efd85086f2b0c2aa665ef0d4e9f4d59ea3c118045eadfb5bc2,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/main/java/com/cpf/starter/base/CpfCapabilityBinding.java,ADD_OR_REPLACE,base,java,844,25,1845099b48b96ed20ccaafdc5b6a577deacffbb71b95d19c94df621eb7e23b5c,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/main/java/com/cpf/starter/base/CpfCapabilityBindingRegistry.java,ADD_OR_REPLACE,base,java,3498,74,c73377062f8d25a196ef8d143126fcfad237fbfb856a619e821fa1370dfb9bbf,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,base,imports,46,1,29c05fc5adc65e103b19d57a3e52796a28f0d6d742a0e1469e060f8057672594,재확인 필요,정적 검토 대상,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/main/resources/cpf-capability-profiles.json,ADD_OR_REPLACE,base,json,9419,366,5336d8fe2dc817cf108d6e172ac029ed58d77a525946c73d4a1281790e7aff82,재확인 필요,문법/정적 내용 검토 대상이며 최신 exact SHA 통합 실행 또는 정본 추적 필요,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/test/java/com/cpf/core/common/product/CpfCapabilityRegistryTest.java,ADD_OR_REPLACE,base,java,547,12,833377e0f1f5c835a0a9d247653fa4b6162fe97c46921fc7a00b99959b1b2b46,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/test/java/com/cpf/starter/base/CpfCapabilityBindingRegistryTest.java,ADD_OR_REPLACE,base,java,992,21,f4a4759fc1482c88424fb454e352f3736f8c26cd527fc5eb4aa4c22648e45036,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/base/src/test/java/com/cpf/starter/base/CpfCapabilityProfileCatalogTest.java,ADD_OR_REPLACE,base,java,643,4,413e5e6ee2390fded40b33ca07ec2f28779a84e5768cec3f998c4ebed072c95f,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-aggregate/build.gradle,ADD_OR_REPLACE,cache-aggregate,gradle,391,16,db74db643be48e3c06c00a930686ce26279d897e9b3398552fbbf7995d25bb23,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/build.gradle,ADD_OR_REPLACE,cache-valkey,gradle,704,13,c38391f34aa9842a264b2ffc75a5bbe5ced8cedea29df81bb4c1b3cb50857d50,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfCacheInvalidationCoordinator.java,ADD_OR_REPLACE,cache-valkey,java,4074,89,514ff3be3b3de75241a9dc67c571b90a7d9e10a51705065fbe3fe08b59ea882e,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfJdbcCacheInvalidationStore.java,ADD_OR_REPLACE,cache-valkey,java,4456,95,e47b8bc7b5a233c5a8f56acba449574da62b04c641b12b57f693817ae4fc96aa,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfRedisCacheProvider.java,ADD_OR_REPLACE,cache-valkey,java,11258,240,50eb30c164481e670977c871dad32ab5d9bdbcd77a4f199600d0c84ebf70929b,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfRedisConnectionFactoryBuilder.java,ADD_OR_REPLACE,cache-valkey,java,4930,91,c85982ca15175c78bae460bfa76aba5ef8cb71a192eb2342266f89cd00c0296c,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/java/com/cpf/common/cache/CpfRedisProperties.java,ADD_OR_REPLACE,cache-valkey,java,7757,102,3cb0a6c017d4a1f3143053d54ce7f57f6e3410e1d769bdf22d27b906892441df,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/java/com/cpf/starter/cache/valkey/CpfRedisCompatibilityAutoConfiguration.java,ADD_OR_REPLACE,cache-valkey,java,6200,116,4cb6dcb81015502202c88399327c130f056ba89a08640a4d4598d265b414a5c5,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/java/com/cpf/starter/cache/valkey/CpfValkeyAutoConfiguration.java,ADD_OR_REPLACE,cache-valkey,java,1508,3,3d37d552c60d95ef40590fae3bc7ab5071aea7042ffedcf1467f30ff8c0814e0,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/java/com/cpf/starter/cache/valkey/CpfValkeyCache.java,ADD_OR_REPLACE,cache-valkey,java,959,5,eb65a3935e76ab51df94306f0cdf26f20beab215e9bdb203969122ae2410f33b,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/java/com/cpf/starter/cache/valkey/CpfValkeyProperties.java,ADD_OR_REPLACE,cache-valkey,java,1299,3,dceeb1b0613e597043adfb09d94380888aa4e84693b4d8d74ccd723fdc8c2671,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/main/resources/META-INF/spring/org.springframework.boot.autoconfigure.AutoConfiguration.imports,ADD_OR_REPLACE,cache-valkey,imports,124,2,de126e70756c84b3ec56850429dcd5d7100c08f6fd924e1fd4c349ec826ecd14,재확인 필요,정적 검토 대상,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache-valkey/src/test/java/com/cpf/common/cache/CpfCacheInvalidationCoordinatorTest.java,ADD_OR_REPLACE,cache-valkey,java,5152,118,0f77df8d6624819cf22ce8f18f5af9b7d9b979ca01958f808914fcb2ce4363ec,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache/build.gradle,ADD_OR_REPLACE,cache,gradle,676,13,1127855681f65cc086d9b2040c1959eaaf2f581acd3aad3defc74d876b75f9eb,미검증,정적 dependency 검토 대상이며 실제 Gradle configuration/compile/publication 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache/src/main/java/com/cpf/common/cache/CpfLocalCacheProvider.java,ADD_OR_REPLACE,cache,java,6548,156,144a12e7d5a6290eeb311235e30c33586992d1f616223183edc84828bbfdba4c,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache/src/main/java/com/cpf/common/config/CacheConfig.java,ADD_OR_REPLACE,cache,java,1006,29,597fcf5bffd06f63c04430cb17cde2943c87fcf5474710e74196f4ee2d7b9175,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache/src/main/java/com/cpf/starter/cache/CpfCacheAutoConfiguration.java,ADD_OR_REPLACE,cache,java,2351,47,ec8e5c2144c49fac411e3ecaeaaea977678bdfc55bc6b658c59a7b8fc2261c92,미검증,정적 Source 검토 대상이며 최신 exact SHA Java 25 전체 compile/test 미실행,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/cache/src/test/java/com/cpf/common/cache/CpfLocalCacheProviderTest.java,ADD_OR_REPLACE,cache,java,2395,43,7210228b35a5d5abb53c66b9b846a45c9472af8babe23eb11a6c86a3e4b08f6d,미검증,Test Source 존재를 확인했으나 최신 exact SHA의 Gradle 실행 Evidence 없음,Local R4 overlay static audit + GitHub exact commit stats,
cpf-starters/channel-registry-jdbc/build.gradle,ADD_OR_REPLACE,channel-registry-jdbc,gradle,461,17,cb8540305f52ad6b20b96f3aa68417e2f7313daa6ba522a2a4abe5a0e37ebd9d,부분 구현,자체 DB lifecycle/test/consumer evidence 부족,Local R4 overlay static audit + GitHub exact commit stats,
