change_id,action,path,category,reason,baseline_sha,validation,delete_approval_required
V9-ADD-0011,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/09_DEVELOPMENT_REQUEST_GENERATION.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0012,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/100_RELEASE_PRODUCT_GOVERNANCE.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0013,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/10_ARCHITECTURE_MODULE_BOUNDARY.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0014,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/10_FINAL_TARGET_GAP_AND_PATCH_DECISIONS.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0015,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/11_CORE_CALL_CONTEXT_STATE_RESILIENCE.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0016,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0017,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_02.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0018,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/11_DEVELOPMENT_COMPLETENESS_TRACKING.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0019,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/12_CORE_OBSERVABILITY_FILE_MESSAGE.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0020,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/12_ROOT_OVERLAY_INSTALL_AND_RUN.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0021,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/13_DELETE_AND_RETIREMENT_PLAN.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0022,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/14_V8_TO_V9_NAMESPACE_MIGRATION.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0023,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/20_COMMON_DATA_DB.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0024,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/20_COMMON_DATA_DB_PART_01.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0025,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/20_COMMON_DATA_DB_PART_02.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0026,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/30_GATEWAY_EXTERNAL_INTEGRATION.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0027,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/31_EVENT_MESSAGING_SAGA.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0028,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/40_BATCH_AGENT_WORKER.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0029,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/41_CENTER_CUT.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0030,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/50_ADMIN_PLATFORM.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0031,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/50_ADMIN_PLATFORM_PART_01.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0032,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/50_ADMIN_PLATFORM_PART_02.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0033,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/51_BIZ_ADMIN.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0034,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/60_SECURITY_PRIVACY_CRYPTO.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0035,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/70_OPERATIONS_SRE_RUNTIME_CONTROL.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0036,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_01.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0037,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/70_OPERATIONS_SRE_RUNTIME_CONTROL_PART_02.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0038,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/80_DEVEX_GENERATOR_SAMPLE.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0039,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/90_API_QUALITY_TESTING.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0040,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/99_EXPERT_REVIEW.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0041,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ACTIVE_DEVELOPMENT_SCOPE.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0042,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/CANONICAL_COVERAGE_MAP.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0043,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/COMPLETED_SKIP_SCOPE.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0044,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/DELETE_COMMANDS.ps1,SCRIPT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0045,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/DELETE_MANIFEST.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0046,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/DELETE_OLD_V8_AFTER_MIGRATION.ps1,SCRIPT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0047,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/DEVELOPMENT_ITEM_INDEX.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0048,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/DEVELOPMENT_ITEM_STATE.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0049,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/DEVELOPMENT_PROGRESS_SNAPSHOT.json,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0050,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/FILE_OWNERSHIP_AND_CHANGE_POLICY.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0051,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/FULL_ASSIGNMENT_VALIDATION.json,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0052,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/GATE_APPLICABILITY_MATRIX.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0053,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/MANAGEMENT_VALIDATION_RESULT.json,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0054,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/OPEN_ISSUES.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0055,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/PROPOSED_REQUIREMENT_ADDITIONS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0056,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/QA_REWORK_REQUEST.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0057,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/REQUIRED_CANONICAL_PATCHES.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0058,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/REQUIREMENT_STATUS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0059,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/REVIEW_INDEX.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0060,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/STANDARD_CROSSWALK.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0061,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/TEST_AND_EVIDENCE.md,DOCUMENT,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0062,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/WORK_ITEM_DEPENDENCY_GRAPH.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0063,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/WORK_ITEM_INDEX.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0064,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/WORK_ITEM_SCOPE_SUMMARY.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0065,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/evidence/ARTIFACT_SMOKE_TEST.md,TEST,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0066,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/evidence/ARTIFACT_STATIC_VALIDATION.json,TEST,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0067,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/evidence/ARTIFACT_UNIT_TEST.txt,TEST,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0068,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/evidence/CORRECTION_04_07_UNIT_TEST.txt,TEST,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0069,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/evidence/CORRECTION_04_07_VALIDATION.json,TEST,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0070,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/evidence/REMOTE_BASELINE_CONFIRMATION.json,TEST,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0071,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/evidence/V9_NAMESPACE_ISOLATION_VALIDATION.json,TEST,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0072,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/evidence/V9_NAMESPACE_UNIT_TEST.txt,TEST,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0073,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/100_RELEASE_PRODUCT_GOVERNANCE_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0074,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/10_ARCHITECTURE_MODULE_BOUNDARY_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0075,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_01_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0076,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/11_CORE_CALL_CONTEXT_STATE_RESILIENCE_PART_02_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0077,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/12_CORE_OBSERVABILITY_FILE_MESSAGE_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0078,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/20_COMMON_DATA_DB_PART_01_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0079,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/20_COMMON_DATA_DB_PART_02_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0080,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/30_GATEWAY_EXTERNAL_INTEGRATION_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0081,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/31_EVENT_MESSAGING_SAGA_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0082,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/40_BATCH_AGENT_WORKER_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0083,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/41_CENTER_CUT_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0084,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/50_ADMIN_PLATFORM_PART_01_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
V9-ADD-0085,ADD,cpf-docs/work/current/CPF_DEVGPT_CONTROL_V9/ledgers/50_ADMIN_PLATFORM_PART_02_WORK_ITEMS.csv,DATA,V8와 겹치지 않는 신규 개발 GPT 관리·격리 Namespace,09dd686c5ae0826594b9c5e1f871d95d95d3ce1c,namespace isolation + unit test 8/8 + package hash,false
