entity_type,exact_id,previous_classification,current_status,self_review_status,external_runtime_tracked,execution_ref,evidence_ref
CPF_FR,CPF-FR-000179,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000179
CPF_FR,CPF-FR-000180,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000180
CPF_FR,CPF-FR-000181,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000181
CPF_FR,CPF-FR-000182,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000182
CPF_FR,CPF-FR-000193,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000193
CPF_FR,CPF-FR-000210,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000210
CPF_FR,CPF-FR-000234,DIRECT_DEVELOPMENT,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000234
CPF_FR,CPF-FR-000235,DIRECT_DEVELOPMENT,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000235
CPF_FR,CPF-FR-000238,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000238
CPF_FR,CPF-FR-000239,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000239
CPF_FR,CPF-FR-000240,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000240
CPF_FR,CPF-FR-000241,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000241
CPF_FR,CPF-FR-000242,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000242
CPF_FR,CPF-FR-000243,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000243
CPF_FR,CPF-FR-000254,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000254
CPF_FR,CPF-FR-000299,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000299
CPF_FR,CPF-FR-000300,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000300
CPF_FR,CPF-FR-000301,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000301
CPF_FR,CPF-FR-000302,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000302
CPF_FR,CPF-FR-000303,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000303
CPF_FR,CPF-FR-000304,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000304
CPF_FR,CPF-FR-000314,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000314
CPF_FR,CPF-FR-000315,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000315
CPF_FR,CPF-FR-000332,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000332
CPF_FR,CPF-FR-000345,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000345
CPF_FR,CPF-FR-000360,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000360
CPF_FR,CPF-FR-000361,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000361
CPF_FR,CPF-FR-000362,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000362
CPF_FR,CPF-FR-000363,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000363
CPF_FR,CPF-FR-000364,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000364
CPF_FR,CPF-FR-000365,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000365
CPF_FR,CPF-FR-000375,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000375
CPF_FR,CPF-FR-000376,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000376
CPF_FR,CPF-FR-000393,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000393
CPF_FR,CPF-FR-000394,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000394
CPF_FR,CPF-FR-000395,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000395
CPF_FR,CPF-FR-000396,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000396
CPF_FR,CPF-FR-000398,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000398
CPF_FR,CPF-FR-000399,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000399
CPF_FR,CPF-FR-000400,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000400
CPF_FR,CPF-FR-000421,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000421
CPF_FR,CPF-FR-000422,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000422
CPF_FR,CPF-FR-000423,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000423
CPF_FR,CPF-FR-000424,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000424
CPF_FR,CPF-FR-000425,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000425
CPF_FR,CPF-FR-000426,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000426
CPF_FR,CPF-FR-000437,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000437
CPF_FR,CPF-FR-000471,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000471
CPF_FR,CPF-FR-000482,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000482
CPF_FR,CPF-FR-000483,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000483
CPF_FR,CPF-FR-000484,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000484
CPF_FR,CPF-FR-000485,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000485
CPF_FR,CPF-FR-000486,VERIFICATION_ONLY,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-000486
CPF_FR,CPF-FR-000487,VERIFICATION_ONLY,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-000487
CPF_FR,CPF-FR-001123,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001123
CPF_FR,CPF-FR-001124,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001124
CPF_FR,CPF-FR-001125,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001125
CPF_FR,CPF-FR-001139,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001139
CPF_FR,CPF-FR-001140,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001140
CPF_FR,CPF-FR-001141,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001141
CPF_FR,CPF-FR-001142,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001142
CPF_FR,CPF-FR-001143,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001143
CPF_FR,CPF-FR-001144,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001144
CPF_FR,CPF-FR-001146,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001146
CPF_FR,CPF-FR-001147,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001147
CPF_FR,CPF-FR-001148,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001148
CPF_FR,CPF-FR-001149,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001149
CPF_FR,CPF-FR-001150,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001150
CPF_FR,CPF-FR-001152,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001152
CPF_FR,CPF-FR-001184,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001184
CPF_FR,CPF-FR-001185,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001185
CPF_FR,CPF-FR-001186,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001186
CPF_FR,CPF-FR-001200,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001200
CPF_FR,CPF-FR-001201,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001201
CPF_FR,CPF-FR-001202,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001202
CPF_FR,CPF-FR-001203,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001203
CPF_FR,CPF-FR-001204,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001204
CPF_FR,CPF-FR-001205,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001205
CPF_FR,CPF-FR-001207,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001207
CPF_FR,CPF-FR-001208,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001208
CPF_FR,CPF-FR-001209,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001209
CPF_FR,CPF-FR-001210,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001210
CPF_FR,CPF-FR-001211,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001211
CPF_FR,CPF-FR-001213,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001213
CPF_FR,CPF-FR-001245,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001245
CPF_FR,CPF-FR-001246,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001246
CPF_FR,CPF-FR-001247,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001247
CPF_FR,CPF-FR-001261,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001261
CPF_FR,CPF-FR-001262,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001262
CPF_FR,CPF-FR-001263,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001263
CPF_FR,CPF-FR-001264,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001264
CPF_FR,CPF-FR-001265,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001265
CPF_FR,CPF-FR-001266,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001266
CPF_FR,CPF-FR-001268,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001268
CPF_FR,CPF-FR-001269,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001269
CPF_FR,CPF-FR-001270,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001270
CPF_FR,CPF-FR-001271,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001271
CPF_FR,CPF-FR-001272,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001272
CPF_FR,CPF-FR-001274,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001274
CPF_FR,CPF-FR-001306,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001306
CPF_FR,CPF-FR-001307,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001307
CPF_FR,CPF-FR-001308,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001308
CPF_FR,CPF-FR-001322,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001322
CPF_FR,CPF-FR-001323,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001323
CPF_FR,CPF-FR-001324,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001324
CPF_FR,CPF-FR-001325,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001325
CPF_FR,CPF-FR-001326,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001326
CPF_FR,CPF-FR-001327,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001327
CPF_FR,CPF-FR-001329,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001329
CPF_FR,CPF-FR-001330,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001330
CPF_FR,CPF-FR-001331,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001331
CPF_FR,CPF-FR-001332,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001332
CPF_FR,CPF-FR-001333,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001333
CPF_FR,CPF-FR-001335,DIRECT_DEVELOPMENT,완료,완료,false,EXEC-FINAL-INTEGRATION-CLOSURE,EVID:CPF_FR:CPF-FR-001335
CPF_FR,CPF-FR-001367,DIRECT_DEVELOPMENT,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-001367
CPF_FR,CPF-FR-001368,DIRECT_DEVELOPMENT,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-001368
CPF_FR,CPF-FR-001369,DIRECT_DEVELOPMENT,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-001369
CPF_FR,CPF-FR-001383,DIRECT_DEVELOPMENT,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-001383
CPF_FR,CPF-FR-001384,DIRECT_DEVELOPMENT,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-001384
CPF_FR,CPF-FR-001385,DIRECT_DEVELOPMENT,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-001385
CPF_FR,CPF-FR-001386,DIRECT_DEVELOPMENT,완료,완료,true,EXEC-FINAL-INTEGRATION-CLOSURE|EXEC-TARGET-RUNTIME-REEXECUTION,EVID:CPF_FR:CPF-FR-001386
