id,area,work_package,status,severity,title,requirement,validation,evidence_or_scope,depends_on,protected_regression,environment_class
CPF-QA-D03-BATEDU-020,BATEDU,WP06,부분 구현,P1,특정 실패 건 재처리 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **특정 실패 건 재처리 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-021,BATEDU,WP06,부분 구현,P1,CSV Streaming Reader 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **CSV Streaming Reader 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-022,BATEDU,WP06,부분 구현,P1,고정길이 파일 Reader 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **고정길이 파일 Reader 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-023,BATEDU,WP06,부분 구현,P1,JSON Lines Reader 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **JSON Lines Reader 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-024,BATEDU,WP06,부분 구현,P1,XML Streaming Reader 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **XML Streaming Reader 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-025,BATEDU,WP06,부분 구현,P1,Header·Detail·Trailer 파일 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Header·Detail·Trailer 파일 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-026,BATEDU,WP06,부분 구현,P1,여러 파일 순차 처리 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **여러 파일 순차 처리 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-027,BATEDU,WP06,부분 구현,P1,여러 파일 병렬 처리 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **여러 파일 병렬 처리 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-028,BATEDU,WP06,부분 구현,P1,파일 병합 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **파일 병합 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-029,BATEDU,WP06,부분 구현,P1,파일 분할 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **파일 분할 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-030,BATEDU,WP06,부분 구현,P1,파일→DB 적재 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **파일→DB 적재 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-031,BATEDU,WP06,부분 구현,P1,DB→파일 생성 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **DB→파일 생성 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-032,BATEDU,WP06,부분 구현,P1,파일→Kafka Simulator 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **파일→Kafka Simulator 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-033,BATEDU,WP06,부분 구현,P1,파일→TCP Simulator 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **파일→TCP Simulator 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-034,BATEDU,WP06,부분 구현,P1,SFTP 다운로드 Simulator 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **SFTP 다운로드 Simulator 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-035,BATEDU,WP06,부분 구현,P1,Atomic Rename 수신완료 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Atomic Rename 수신완료 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-036,BATEDU,WP06,부분 구현,P1,Checksum 검증 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Checksum 검증 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-037,BATEDU,WP06,부분 구현,P1,압축·암호화·PGP 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **압축·암호화·PGP 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-038,BATEDU,WP06,부분 구현,P1,중단 지점 Resume 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **중단 지점 Resume 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-039,BATEDU,WP06,부분 구현,P1,중복 파일·재수신 멱등 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **중복 파일·재수신 멱등 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-040,BATEDU,WP06,부분 구현,P1,Zip Bomb 방어 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Zip Bomb 방어 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-041,BATEDU,WP06,부분 구현,P1,Batch 내 REST 호출 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Batch 내 REST 호출 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-042,BATEDU,WP06,부분 구현,P1,Batch 내 TCP 전문 호출 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Batch 내 TCP 전문 호출 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-043,BATEDU,WP06,부분 구현,P1,Batch 내 SOAP 호출 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Batch 내 SOAP 호출 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-044,BATEDU,WP06,부분 구현,P1,Batch 내 gRPC 호출 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Batch 내 gRPC 호출 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-045,BATEDU,WP06,부분 구현,P1,외부 호출 Timeout·Retry 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **외부 호출 Timeout·Retry 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-046,BATEDU,WP06,부분 구현,P1,외부 호출 Unknown Result 복구 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **외부 호출 Unknown Result 복구 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-047,BATEDU,WP06,부분 구현,P1,부분 성공·보상 거래 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **부분 성공·보상 거래 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-048,BATEDU,WP06,부분 구현,P1,Center-Cut 대상 추출·분할 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Center-Cut 대상 추출·분할 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-049,BATEDU,WP06,부분 구현,P1,Center-Cut Worker 재배정 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Center-Cut Worker 재배정 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-050,BATEDU,WP06,부분 구현,P1,On-Demand 승인 실행 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **On-Demand 승인 실행 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-051,BATEDU,WP06,부분 구현,P1,Scheduled Calendar 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Scheduled Calendar 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-052,BATEDU,WP06,부분 구현,P1,File Trigger 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **File Trigger 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-053,BATEDU,WP06,부분 구현,P1,Event Trigger 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Event Trigger 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-054,BATEDU,WP06,부분 구현,P1,Housekeeping Archive 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Housekeeping Archive 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-055,BATEDU,WP06,부분 구현,P1,초기 Migration 재시작 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **초기 Migration 재시작 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-056,BATEDU,WP06,부분 구현,P1,Chunk·Fetch Size 성능 비교 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Chunk·Fetch Size 성능 비교 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-057,BATEDU,WP06,부분 구현,P1,Thread 수·메모리 비교 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Thread 수·메모리 비교 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-058,BATEDU,WP06,부분 구현,P1,장시간 Heartbeat·진행률 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **장시간 Heartbeat·진행률 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-059,BATEDU,WP06,부분 구현,P1,민감정보 마스킹 Batch 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **민감정보 마스킹 Batch 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-BATEDU-060,BATEDU,WP06,부분 구현,P1,Batch 운영 조회·제어 예제,"cpf-reference의 Batch 세부 그룹에 실행 가능한 **Batch 운영 조회·제어 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.",Sample Data Generator·정상/오류/복구 Test·batDB 결과·ADM 확인·Guide·Evidence로 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.,,"WP03,WP04,WP05",,MariaDB/Simulator
CPF-QA-D03-EDU-003,EDU,WP07,부분 구현,P1,동일 JVM Local Service Call 예제,"CPF가 공식 지원하는 기능별 그룹에 **동일 JVM Local Service Call 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.","실제 CPF Public API 사용 여부, JavaDoc/OpenAPI/Guide, 정상·오류·복구·보안·운영 Test를 포함해 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.",,"WP01,WP08",,WAS+MariaDB/Fake/Simulator
CPF-QA-D03-EDU-004,EDU,WP07,부분 구현,P1,분리 WAS Remote Service Call 예제,"CPF가 공식 지원하는 기능별 그룹에 **분리 WAS Remote Service Call 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.","실제 CPF Public API 사용 여부, JavaDoc/OpenAPI/Guide, 정상·오류·복구·보안·운영 Test를 포함해 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.",,"WP01,WP08",,WAS+MariaDB/Fake/Simulator
CPF-QA-D03-EDU-005,EDU,WP07,부분 구현,P1,Local/Remote 동일 계약 예제,"CPF가 공식 지원하는 기능별 그룹에 **Local/Remote 동일 계약 예제** 기능을 제품 계약·기본 구현·실제 Consumer·운영 기능까지 연결한다. 단순 Interface, 화면 Route, Sample 문자열만으로 완료 처리하지 않는다.","실제 CPF Public API 사용 여부, JavaDoc/OpenAPI/Guide, 정상·오류·복구·보안·운영 Test를 포함해 정상·오류·경계·부분 실패·재시도/복구·권한·감사·다중 인스턴스 영향까지 자동 Test와 최신 SHA Evidence로 검증한다.",,"WP01,WP08",,WAS+MariaDB/Fake/Simulator
