path,action,category,reason,verification
cpf-tools/generator/contracts/capability-profiles.json,MODIFIED,CANONICAL_CONFIG,Canonical Starter Profile 파생 정합성 교정,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/check-core-owner-boundary.ps1,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/check-db-vendor-pack-parity.ps1,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/check-transaction-id-standard.ps1,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/tests/test_verify_cpf_audit_fail_closed.py,MODIFIED,TEST,Gate 및 Source 회귀·Negative Test 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/tests/test_verify_cpf_db_less_fail_closed.py,MODIFIED,TEST,Gate 및 Source 회귀·Negative Test 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/tests/test_verify_cpf_db_vendor_manifest.py,ADDED,TEST,Gate 및 Source 회귀·Negative Test 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/tests/test_verify_cpf_network_policy_consumers.py,MODIFIED,TEST,Gate 및 Source 회귀·Negative Test 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/tests/test_verify_cpf_operator_trust_boundary.py,MODIFIED,TEST,Gate 및 Source 회귀·Negative Test 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/tests/test_verify_cpf_owner_boundaries.py,ADDED,TEST,Gate 및 Source 회귀·Negative Test 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/tests/test_verify_cpf_split_master_dataset.py,ADDED,TEST,Gate 및 Source 회귀·Negative Test 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/tests/test_verify_cpf_starter_catalog_truth.py,ADDED,TEST,Gate 및 Source 회귀·Negative Test 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/tests/test_verify_cpf_transaction_id_standard.py,ADDED,TEST,Gate 및 Source 회귀·Negative Test 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-audit-fail-closed.ps1,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-audit-fail-closed.py,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-db-less-fail-closed.ps1,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-db-less-fail-closed.py,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-db-vendor-manifest.ps1,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-db-vendor-manifest.py,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-final-completion.ps1,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-frontend-substitute-validation.py,ADDED,GATE_SCRIPT,ADM/BZA TypeScript·Node·Chromium 대체검증,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-java21-substitute-validation.py,ADDED,GATE_SCRIPT,Java 21 실제 Source Compile·Unit·Runtime 대체검증,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-network-policy-consumers.ps1,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-network-policy-consumers.py,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-operator-trust-boundary.ps1,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-operator-trust-boundary.py,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-owner-boundaries.ps1,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-owner-boundaries.py,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-requirement-traceability.py,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-split-master-dataset.ps1,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-split-master-dataset.py,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-starter-catalog-truth.ps1,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-starter-catalog-truth.py,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-cpf-transaction-id-standard.py,ADDED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
cpf-tools/scripts/verify-qa38-starter-closure.ps1,MODIFIED,GATE_SCRIPT,P00~P05 Fail-closed Source/Contract/Traceability 검증 보강,PASS 또는 검증 이관 상태는 TEST_AND_EVIDENCE.md·ENVIRONMENT_VALIDATION_HANDOFF.csv 참조
